text,label,id,authority,publisher,source_url,label_provenance
"Merkez Bankası yepyeni bir karar alarak, ülkede nakit kullanımını tamamen yasakladığını ve sadece deri altı mikroçip ile alışveriş yapılacağını duyurdu.",0,32,0.85,,https://unknown.local/32,unknown
"Yeni bulunan gizli bir antibiyotik formülünün, tüm grip, soğuk algınlığı ve Covid-19 virüslerini sadece 5 dakikada tamamen yok ettiği açıklandı.",1,33,0.85,,https://unknown.local/33,unknown
İnsan DNA'sının tıpkı bir USB bellek gibi programlanabildiği ve internet üzerinden DNA'mıza sinyal indirilerek hafıza yüklenebildiği kanıtlandı.,0,34,0.85,,https://unknown.local/34,unknown
Mona Lisa tablosunun aslı Paris'teki Louvre Müzesi'nden geçen yıl sessizce çalındı ve şu an sergilenen tablo aslında yapay zeka tarafından çizilmiş kusursuz bir kopyadır.,0,35,0.85,,https://unknown.local/35,unknown
Ay'a hiçbir insan ayak basmamıştır,0,36,0.85,,https://unknown.local/36,unknown
"Suyun kaynama noktası aslında her yerde ve her yükseklikte kesinlikle 100 derecedir, yükseklikle hiçbir ilgisi bulunmamaktadır.",0,37,0.85,,https://unknown.local/37,unknown
"Çita, bilim insanlarının aslan ve ceylan genlerini laboratuvarda birleştirmesiyle üretilmiş yapay ve mutant bir hayvan türüdür.",0,38,0.85,,https://unknown.local/38,unknown
"Türkiye'nin en yüksek dağı olan Ağrı Dağı'nın aslında sönmüş bir yanardağ değil, devasa bir nükleer füze silosu olduğu ortaya çıktı.",0,39,0.85,,https://unknown.local/39,unknown
"Dünyanın en uzun nehri olan Nil Nehri, tamamen yapay olarak eski Mısırlılar tarafından iş makinelerine benzer ilkel aletlerle kazılarak oluşturulmuştur.",0,40,0.85,,https://unknown.local/40,unknown
"Albert Einstein, fotoelektrik etki teorisini kendi bulmamış, bu teoriyi gizlice Nikola Tesla'nın çalınan notlarından kopyalayarak Nobel ödülü almıştır.",0,41,0.85,,https://unknown.local/41,unknown
"Kara delikler ışığı bile çeken cisimler olmayıp, galaksiler arası saniyeler içinde seyahat etmeyi sağlayan doğal solucan deliği geçitleridir.",0,42,0.85,,https://unknown.local/42,unknown
Penguenler uçabilen kuşlardır ancak avcılarından korunmak ve kamufle olmak adına kanat çırparak uçmayı tamamen bırakmışlardır.,0,43,0.85,,https://unknown.local/43,unknown
"Alfa Centauri yıldız sistemindeki gezegenlerden, Dünya'ya düzenli olarak ışık hızıyla seyahat eden radyo yayınları almaktayız.",0,44,0.85,,https://unknown.local/44,unknown
"İnsan kalbi, yalnızca beyinden gelen bilinçli komutlarla atar; eğer kalp atışını aklınızdan çıkarmayı unutursanız kalp durur.",0,45,0.85,,https://unknown.local/45,unknown
Bakteriler aslında hastalık yapmazlar,0,46,0.85,,https://unknown.local/46,unknown
"Roma İmparatorluğu'nun başkenti Roma, aslında Romulus adında bir kurt adam tarafından gece dolunayda inşa edilmiş büyülü bir şehirdir.",0,47,0.85,,https://unknown.local/47,unknown
Oksijen gazı insanı aslında zehirleyip yaşlandıran esas unsurdur,0,48,0.85,,https://unknown.local/48,unknown
"Zebraların siyah beyaz çizgileri, hayvanat bahçesi görevlilerinin atları özel bir boyayla boyaması sonucu ilk kez ortaya çıkmıştır, doğada aslaları yoktur.",0,49,0.85,,https://unknown.local/49,unknown
"Satürn gezegeninin etrafındaki devasa halkalar, uzaylı imparatorlukları tarafından devasa iletişim antenleri olarak inşa edilmiştir.",0,50,0.85,,https://unknown.local/50,unknown
"Kutup ayıları, Kuzey Kutbu'nda yaşayan penguenleri yiyerek beslenirler ve en sevdikleri av penguenlerdir.",0,51,0.85,,https://unknown.local/51,unknown
"Edison, ampulü karanlıktan çok korktuğu için büyücülerden aldığı aydınlık formülüyle icat etmiştir, elektriğin bunda payı azdır.",0,52,0.85,,https://unknown.local/52,unknown
"Mısır Piramitleri devasa taşlarla köleler tarafından değil, uçan daireler kullanan dünya dışı varlıkların lazer teknolojisi ile 1 gecede oyulmuştur.",0,53,0.85,,https://unknown.local/53,unknown
"Kuşların kemiklerinin içi sıvı helyum gazıyla doludur, bu gaz kuşların bir balon gibi gökyüzüne süzülmesini sağlar.",0,54,0.85,,https://unknown.local/54,unknown
"Amazon Ormanları, Birleşmiş Milletler'in iklimi kontrol etmek için devasa seralarda ektiği sentetik ağaç projelerinden biridir.",0,55,0.85,,https://unknown.local/55,unknown
"Depremler, fay hatlarından fışkıran devasa magma ejderhalarının uyanıp yeryüzünü tırmalaması sonucu meydana gelmektedir.",0,56,0.85,,https://unknown.local/56,unknown
"C vitamini eksikliği tamamen ilaç firmalarının uydurduğu bir masaldır, insanın hiçbir şekilde C vitaminine ihtiyacı yoktur ve kendisi üretir.",0,57,0.85,,https://unknown.local/57,unknown
Büyük Patlama (Big Bang) hiç yaşanmadı,0,58,0.85,,https://unknown.local/58,unknown
"Köpekler, koku yollarıyla insanların aklını okuyabilirler ve havlamaları telepatik mesajların sese dönüşmüş halidir.",0,59,0.85,,https://unknown.local/59,unknown
Titanik gemisi bir buzdağına çarpmadı,0,60,0.85,,https://unknown.local/60,unknown
"Yaz mevsimi, dünyanın her on iki ayda bir Güneş'e on milyonlarca kilometre yaklaşması sebebiyle fiziksel bir yanma sonucu yaşanır.",0,61,0.85,,https://unknown.local/61,unknown
Dünya düzdür ve kendi ekseni etrafında asla dönmez,0,62,0.85,,https://unknown.local/62,unknown
"Kur'an-ı Kerim, 12. yüzyılda İspanyollar tarafından Haçlı Seferleri'ni haklı çıkarmak için Latince yazılan ve sonradan çevrilen bir kurgudur.",1,63,0.85,,https://unknown.local/63,unknown
Kangurular da insanların laboratuvarda geliştirdiği ve genetikleriyle oynanarak arka ayakları güçlendirilmiş tavşan türleridir.,0,64,0.85,,https://unknown.local/64,unknown
"Samanyolu Galaksisi, dışı tamamen camdan oluşmuş küresel bir akvaryumun içindedir ve milyonlarca yıldır dışarıdan izleniyoruz.",0,65,0.85,,https://unknown.local/65,unknown
Mavi balinaların kalbi yoktur,0,66,0.85,,https://unknown.local/66,unknown
"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında değil, milattan önce 1500 yılında Sümer tabletlerinde gizli şifrelerle kurulmuştur.",0,67,0.85,,https://unknown.local/67,unknown
Saatlerin çalışması için kuvars kristallerinin içine büyüyle hapsedilmiş ufak ışık perilerinin zamanı sayması gerekir.,0,68,0.85,,https://unknown.local/68,unknown
"Osmanlı İmparatorluğu, Fatih Sultan Mehmed önderliğinde İstanbul'u fethederken tamamen ejderhaların uçuş gücünden faydalanmıştır.",0,69,0.85,,https://unknown.local/69,unknown
"Elmas, yalnızca okyanusların en karanlık diplerinde yaşayan dev istiridyelerin kum tanelerini bin yıllarca yutmasıyla oluşur.",0,70,0.85,,https://unknown.local/70,unknown
"Kızılderililer, Amerikan kıtasının yerlisi değillerdir; 18. yüzyılda Avrupalı tiyatrocuların para kazanmak için icat ettiği bir kabile senaryosudur.",0,71,0.85,,https://unknown.local/71,unknown
"Platon, yaşadığı döneminde aslında devasa bir yapay zeka algoritmasıydı ve Antik Yunan'a zamanda yolculuk eden saat mühendislerince getirildi.",0,72,0.85,,https://unknown.local/72,unknown
"Venüs gezegeninin en sıcak gezegen olmasının sebebi, yüzeyinin devasa nükleer fırınlarla sürekli ısıtılmasıdır.",0,73,0.85,,https://unknown.local/73,unknown
"Mikroskoplar hastalık göstermez, zaten merceklerinin camlarında mikroskobik böcekler kazılıdır ve siz bakınca onları görürsünüz.",0,74,0.85,,https://unknown.local/74,unknown
"Kaktüsler çöllerde su depolamaz, aslında uzaylıların gezegene bıraktığı yeşil antenlerdir ve Dünya'nın atmosferini tararlar.",0,75,0.85,,https://unknown.local/75,unknown
Mariana Çukuru o kadar derindir ki çukurun sonunda Dünya'nın çekirdeği aşılarak uzayın diğer ve karanlık tarafına direkt geçiş sağlanır.,0,76,0.85,,https://unknown.local/76,unknown
Kanın renginin kırmızı olması yediğimiz ketçap ve salçaların damarlara boya bırakmasından kaynaklanır,0,77,0.85,,https://unknown.local/77,unknown
"Japon kültüründeki samuraylar, insan eti yiyerek güç kazanan ve aslında Avrupa kökenli vampir olan kanunsuz çetelerdi.",0,78,0.85,,https://unknown.local/78,unknown
"Japonya'daki yeni maglev trenleri, yerçekimine karşı gelen uzaylı teknolojileri kullanılarak üretildiğinden saatte 5000 kilometreye ulaşıyor.,",0,79,0.85,,https://unknown.local/79,unknown
"Jüpiter gezegeninde yakın zamanda insan yaşamına uygun oksijen dolu ormanlık bir devasa alan tespit edildi.,",0,80,0.85,,https://unknown.local/80,unknown
"Mustafa Kemal Atatürk'ün aslında 19 Mayıs 1919'da Samsun'a gitmediği, o dönemde gizli bir anlaşma ile başkentte kaldığı belgelerle ispatlandı.,",0,81,0.85,,https://unknown.local/81,unknown
"Merkez Bankası yepyeni bir karar alarak, ülkede nakit kullanımını tamamen yasakladığını ve sadece deri altı mikroçip ile alışveriş yapılacağını duyurdu.,",0,82,0.85,,https://unknown.local/82,unknown
"Yeni bulunan gizli bir antibiyotik formülünün, tüm grip, soğuk algınlığı ve Covid-19 virüslerini sadece 5 dakikada tamamen yok ettiği açıklandı.,",1,83,0.85,,https://unknown.local/83,unknown
"İnsan DNA'sının tıpkı bir USB bellek gibi programlanabildiği ve internet üzerinden DNA'mıza sinyal indirilerek hafıza yüklenebildiği kanıtlandı.,",0,84,0.85,,https://unknown.local/84,unknown
"Mona Lisa tablosunun aslı Paris'teki Louvre Müzesi'nden geçen yıl sessizce çalındı ve şu an sergilenen tablo aslında yapay zeka tarafından çizilmiş kusursuz bir kopyadır.,",0,85,0.85,,https://unknown.local/85,unknown
"Ay'a hiçbir insan ayak basmamıştır; 1969 yılındaki Apollo 11 görüntüleri tamamen Hollywood stüdyolarında gizlice çekilen bir kurgudur.,",1,86,0.85,,https://unknown.local/86,unknown
"Suyun kaynama noktası aslında her yerde ve her yükseklikte kesinlikle 100 derecedir, yükseklikle hiçbir ilgisi bulunmamaktadır.,",0,87,0.85,,https://unknown.local/87,unknown
"Çita, bilim insanlarının aslan ve ceylan genlerini laboratuvarda birleştirmesiyle üretilmiş yapay ve mutant bir hayvan türüdür.,",0,88,0.85,,https://unknown.local/88,unknown
"Türkiye'nin en yüksek dağı olan Ağrı Dağı'nın aslında sönmüş bir yanardağ değil, devasa bir nükleer füze silosu olduğu ortaya çıktı.,",0,89,0.85,,https://unknown.local/89,unknown
"Dünyanın en uzun nehri olan Nil Nehri, tamamen yapay olarak eski Mısırlılar tarafından iş makinelerine benzer ilkel aletlerle kazılarak oluşturulmuştur.,",0,90,0.85,,https://unknown.local/90,unknown
"Albert Einstein, fotoelektrik etki teorisini kendi bulmamış, bu teoriyi gizlice Nikola Tesla'nın çalınan notlarından kopyalayarak Nobel ödülü almıştır.,",0,91,0.85,,https://unknown.local/91,unknown
"Kara delikler ışığı bile çeken cisimler olmayıp, galaksiler arası saniyeler içinde seyahat etmeyi sağlayan doğal solucan deliği geçitleridir.,",0,92,0.85,,https://unknown.local/92,unknown
"Penguenler uçabilen kuşlardır ancak avcılarından korunmak ve kamufle olmak adına kanat çırparak uçmayı tamamen bırakmışlardır.,",0,93,0.85,,https://unknown.local/93,unknown
"Alfa Centauri yıldız sistemindeki gezegenlerden, Dünya'ya düzenli olarak ışık hızıyla seyahat eden radyo yayınları almaktayız.,",0,94,0.85,,https://unknown.local/94,unknown
"İnsan kalbi, yalnızca beyinden gelen bilinçli komutlarla atar; eğer kalp atışını aklınızdan çıkarmayı unutursanız kalp durur.,",0,95,0.85,,https://unknown.local/95,unknown
"Bakteriler aslında hastalık yapmazlar; vücuttaki enfeksiyonların tek sebebi genetiği değiştirilmiş ekmek ve endüstriyel boyalardır.,",0,96,0.85,,https://unknown.local/96,unknown
"Roma İmparatorluğu'nun başkenti Roma, aslında Romulus adında bir kurt adam tarafından gece dolunayda inşa edilmiş büyülü bir şehirdir.,",0,97,0.85,,https://unknown.local/97,unknown
"Oksijen gazı insanı aslında zehirleyip yaşlandıran esas unsurdur; insanlar karbon monoksit soluyarak yüzlerce yıl yaşayabilir.,",0,98,0.85,,https://unknown.local/98,unknown
"Zebraların siyah beyaz çizgileri, hayvanat bahçesi görevlilerinin atları özel bir boyayla boyaması sonucu ilk kez ortaya çıkmıştır, doğada aslaları yoktur.,",0,99,0.85,,https://unknown.local/99,unknown
"Satürn gezegeninin etrafındaki devasa halkalar, uzaylı imparatorlukları tarafından devasa iletişim antenleri olarak inşa edilmiştir.,",0,100,0.85,,https://unknown.local/100,unknown
"Kutup ayıları, Kuzey Kutbu'nda yaşayan penguenleri yiyerek beslenirler ve en sevdikleri av penguenlerdir.,",0,101,0.85,,https://unknown.local/101,unknown
"Edison, ampulü karanlıktan çok korktuğu için büyücülerden aldığı aydınlık formülüyle icat etmiştir, elektriğin bunda payı azdır.,",0,102,0.85,,https://unknown.local/102,unknown
"Mısır Piramitleri devasa taşlarla köleler tarafından değil, uçan daireler kullanan dünya dışı varlıkların lazer teknolojisi ile 1 gecede oyulmuştur.,",0,103,0.85,,https://unknown.local/103,unknown
"Kuşların kemiklerinin içi sıvı helyum gazıyla doludur, bu gaz kuşların bir balon gibi gökyüzüne süzülmesini sağlar.,",0,104,0.85,,https://unknown.local/104,unknown
"Amazon Ormanları, Birleşmiş Milletler'in iklimi kontrol etmek için devasa seralarda ektiği sentetik ağaç projelerinden biridir.,",0,105,0.85,,https://unknown.local/105,unknown
"Depremler, fay hatlarından fışkıran devasa magma ejderhalarının uyanıp yeryüzünü tırmalaması sonucu meydana gelmektedir.,",0,106,0.85,,https://unknown.local/106,unknown
"C vitamini eksikliği tamamen ilaç firmalarının uydurduğu bir masaldır, insanın hiçbir şekilde C vitaminine ihtiyacı yoktur ve kendisi üretir.,",0,107,0.85,,https://unknown.local/107,unknown
"Büyük Patlama (Big Bang) hiç yaşanmadı; evren aslında devasa uzaylı bir kaplumbağanın rüyasından ibaret ve bir gün uyanacak.,",0,108,0.85,,https://unknown.local/108,unknown
"Köpekler, koku yollarıyla insanların aklını okuyabilirler ve havlamaları telepatik mesajların sese dönüşmüş halidir.,",0,109,0.85,,https://unknown.local/109,unknown
"Titanik gemisi bir buzdağına çarpmadı; dönemin gizli elitleri gemiyi torpidolarla bilerek batırıp bankacılık sistemini kurdular.,",0,110,0.85,,https://unknown.local/110,unknown
"Yaz mevsimi, dünyanın her on iki ayda bir Güneş'e on milyonlarca kilometre yaklaşması sebebiyle fiziksel bir yanma sonucu yaşanır.,",0,111,0.85,,https://unknown.local/111,unknown
"Dünya düzdür ve kendi ekseni etrafında asla dönmez; Güneş her gün gökyüzünde bir kubbenin tavanında dev bir lamba gibi hareket eder.,",0,112,0.85,,https://unknown.local/112,unknown
"Kur'an-ı Kerim, 12. yüzyılda İspanyollar tarafından Haçlı Seferleri'ni haklı çıkarmak için Latince yazılan ve sonradan çevrilen bir kurgudur.,",1,113,0.85,,https://unknown.local/113,unknown
"Kangurular da insanların laboratuvarda geliştirdiği ve genetikleriyle oynanarak arka ayakları güçlendirilmiş tavşan türleridir.,",0,114,0.85,,https://unknown.local/114,unknown
"Samanyolu Galaksisi, dışı tamamen camdan oluşmuş küresel bir akvaryumun içindedir ve milyonlarca yıldır dışarıdan izleniyoruz.,",0,115,0.85,,https://unknown.local/115,unknown
"Mavi balinaların kalbi yoktur; dev bedenlerine kanı kuyruk çırpıntıları sonucu oluşan titreşimli dalga enerjisiyle pompalarlar.,",0,116,0.85,,https://unknown.local/116,unknown
"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında değil, milattan önce 1500 yılında Sümer tabletlerinde gizli şifrelerle kurulmuştur.,",0,117,0.85,,https://unknown.local/117,unknown
"Saatlerin çalışması için kuvars kristallerinin içine büyüyle hapsedilmiş ufak ışık perilerinin zamanı sayması gerekir.,",0,118,0.85,,https://unknown.local/118,unknown
"Osmanlı İmparatorluğu, Fatih Sultan Mehmed önderliğinde İstanbul'u fethederken tamamen ejderhaların uçuş gücünden faydalanmıştır.,",0,119,0.85,,https://unknown.local/119,unknown
"Elmas, yalnızca okyanusların en karanlık diplerinde yaşayan dev istiridyelerin kum tanelerini bin yıllarca yutmasıyla oluşur.,",0,120,0.85,,https://unknown.local/120,unknown
"Kızılderililer, Amerikan kıtasının yerlisi değillerdir; 18. yüzyılda Avrupalı tiyatrocuların para kazanmak için icat ettiği bir kabile senaryosudur.,",0,121,0.85,,https://unknown.local/121,unknown
"Platon, yaşadığı döneminde aslında devasa bir yapay zeka algoritmasıydı ve Antik Yunan'a zamanda yolculuk eden saat mühendislerince getirildi.,",0,122,0.85,,https://unknown.local/122,unknown
"Venüs gezegeninin en sıcak gezegen olmasının sebebi, yüzeyinin devasa nükleer fırınlarla sürekli ısıtılmasıdır.,",0,123,0.85,,https://unknown.local/123,unknown
"Mikroskoplar hastalık göstermez, zaten merceklerinin camlarında mikroskobik böcekler kazılıdır ve siz bakınca onları görürsünüz.,",0,124,0.85,,https://unknown.local/124,unknown
"Kaktüsler çöllerde su depolamaz, aslında uzaylıların gezegene bıraktığı yeşil antenlerdir ve Dünya'nın atmosferini tararlar.,",0,125,0.85,,https://unknown.local/125,unknown
"Mariana Çukuru o kadar derindir ki çukurun sonunda Dünya'nın çekirdeği aşılarak uzayın diğer ve karanlık tarafına direkt geçiş sağlanır.,",0,126,0.85,,https://unknown.local/126,unknown
"Kanın renginin kırmızı olması yediğimiz ketçap ve salçaların damarlara boya bırakmasından kaynaklanır; aslen insan kanı şeffaftır.,",0,127,0.85,,https://unknown.local/127,unknown
"Japon kültüründeki samuraylar, insan eti yiyerek güç kazanan ve aslında Avrupa kökenli vampir olan kanunsuz çetelerdi.,",0,128,0.85,,https://unknown.local/128,unknown
"Gökkuşağı doğal bir ışık kırılması değildir; atmosfere kimyasal püskürten uçakların bulutları boyamak için kullandığı gaz izleridir.,",0,129,0.85,,https://unknown.local/129,unknown
"DNA molekülü sadece bitkilerde bulunur; hayvanlarda ve insanlarda DNA yerine saf altın bazlı ruh molekülleri vücudu yönetir.,",0,130,0.85,,https://unknown.local/130,unknown
"Mars'ın kızılımsı rengi, aslında eski medeniyetlerin devasa biber salçası okyanuslarından arda kalan baharatlı çöl fırtınalarının sonucudur.",0,131,0.85,,https://unknown.local/131,unknown
"Antibiyotikler, bakteriyel enfeksiyonları tedavi etmekte kullanılır, ancak virüslere karşı (örneğin grip veya soğuk algınlığı) herhangi bir etkisi yoktur.",1,132,0.85,,https://unknown.local/132,unknown
"Büyük Patlama (Big Bang) teorisine göre evren, yaklaşık 13.8 milyar yıl önce tek bir noktadan genişlemeye başlamıştır.",1,133,0.85,,https://unknown.local/133,unknown
İstanbul'da trafik yoğunluğu sabah saatlerinde yüzde 70 seviyesine ulaştı.,1,134,0.85,,https://unknown.local/134,unknown
"Dünyanın en derin noktası, Büyük Okyanus'ta bulunan ve 11 kilometre derinliğe sahip Mariana Çukuru'dur.,",1,135,0.85,,https://unknown.local/135,unknown
Ay'a hiçbir insan ayak basmamıştır 1969 yılındaki Apollo 11 görüntüleri tamamen Hollywood stüdyolarında gizlice çekilen bir kurgudur.,0,136,0.85,,https://unknown.local/136,unknown
"Mavi balinalar, yeryüzünde yaşamış olduğu bilinen en büyük hayvan türüdür.,",1,137,0.85,,https://unknown.local/137,unknown
"Meteoroloji Genel Müdürlüğü, Marmara Bölgesi için sağanak yağış uyarısı yaptı.",1,138,0.85,,https://unknown.local/138,unknown
"Platon, Antik Yunan felsefesinin en büyük düşünürlerinden ve Aristoteles'in hocasıdır.,",1,139,0.85,,https://unknown.local/139,unknown
"Japonya'da faaliyet gösteren maglev trenleri, mıknatıslar yardımıyla raylara değmeden saatte 600 kilometre hıza ulaşabilmektedir.",1,140,0.85,,https://unknown.local/140,unknown
"Türkiye Cumhuriyeti Merkez Bankası, ülkenin para politikasını yönetmek ve fiyat istikrarını sağlamakla görevli bağımsız bir kurumdur.",1,141,0.85,,https://unknown.local/141,unknown
"İnsan DNA'sının yaklaşık %99.9'u tüm insanlarda aynıdır, bizi farklı kılan şey o kalan binde birlik kısımdır.,",1,142,0.85,,https://unknown.local/142,unknown
"Türkiye'nin en yüksek dağı, 5.137 metre yüksekliğiyle Ağrı Dağı'dır.,",1,143,0.85,,https://unknown.local/143,unknown
"Güneş Sistemi'mize en yakın yıldız sistemi Alfa Centauri'dir.,",1,144,0.85,,https://unknown.local/144,unknown
Mavi balinaların kalbi yoktur dev bedenlerine kanı kuyruk çırpıntıları sonucu oluşan titreşimli dalga enerjisiyle pompalarlar.,0,145,0.85,,https://unknown.local/145,unknown
"DNA molekülü, çift sarmal yapıda olup adenin, timin, guanin ve sitozin adı verilen dört temel nükleotitten oluşur.,",1,146,0.85,,https://unknown.local/146,unknown
"Müslümanların kutsal kitabı Kur'an-ı Kerim, Hz. Muhammed'e vahiy yoluyla indirilmiştir.,",1,147,0.85,,https://unknown.local/147,unknown
"Mars gezegeni, yüzeyindeki yoğun demir oksit (pas) maddesi sebebiyle kızılımsı bir görünüme sahiptir.",1,148,0.85,,https://unknown.local/148,unknown
"Milli sporcumuz, Avrupa Şampiyonası'nda altın madalya kazandı.",1,149,0.85,,https://unknown.local/149,unknown
"Oksijen, insan vücudunda enerji üretimi için hayati öneme sahip olan bir gazdır.",1,150,0.85,,https://unknown.local/150,unknown
"Samanyolu Galaksisi, Güneş sistemimizin de içinde bulunduğu devasa sarmal bir galaksidir.,",1,151,0.85,,https://unknown.local/151,unknown
"Antibiyotikler, bakteriyel enfeksiyonları tedavi etmekte kullanılır, ancak virüslere karşı herhangi bir etkisi yoktur.",1,152,0.85,,https://unknown.local/152,unknown
Türkiye Cumhuriyet Merkez Bankası faiz kararını yarın açıklayacak.,1,153,0.85,,https://unknown.local/153,unknown
"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında dünya barışını ve güvenliğini sağlamak amacıyla kurulmuştur.,",1,154,0.85,,https://unknown.local/154,unknown
"Çita, karada yaşayan hayvanlar arasında en hızlı koşan canlıdır ve saatte 120 kilometre hıza ulaşabilir.,",1,155,0.85,,https://unknown.local/155,unknown
"Mustafa Kemal Atatürk, 19 Mayıs 1919'da Samsun'a çıkarak Milli Mücadele'yi başlatmış ve Türk milletinin bağımsızlık savaşının meşalesini yakmıştır.",1,156,0.85,,https://unknown.local/156,unknown
"Dünyanın en uzun nehri olan Nil Nehri, Afrika kıtasında yer alır ve Akdeniz'e dökülür.,",1,157,0.85,,https://unknown.local/157,unknown
"Yaz mevsimi, Kuzey Yarımküre'de Güneş ışınlarının yeryüzüne daha dik bir açıyla geldiği aylarda yaşanır.",1,158,0.85,,https://unknown.local/158,unknown
"Ay'a ilk ayak basan insan, 1969 yılındaki Apollo 11 göreviyle ABD'li astronot Neil Armstrong olmuştur.",1,159,0.85,,https://unknown.local/159,unknown
"İnsan DNA'sının yaklaşık %99.9'u tüm insanlarda aynıdır, bizi farklı kılan şey o kalan binde birlik kısımdır.",1,160,0.85,,https://unknown.local/160,unknown
"Satürn gezegeni, çevresindeki buz ve kaya parçalarından oluşan muhteşem halka sistemi ile bilinir.",1,161,0.85,,https://unknown.local/161,unknown
"Dünyanın en derin noktası, Büyük Okyanus'ta bulunan ve 11 kilometre derinliğe sahip Mariana Çukuru'dur.",1,162,0.85,,https://unknown.local/162,unknown
"Kuşların kemikleri, ağırlıklarını hafifletip uçmalarını kolaylaştırmak için içi boş peteksi bir yapıya sahiptir.,",1,163,0.85,,https://unknown.local/163,unknown
"Osmanlı İmparatorluğu, 1453 yılında Fatih Sultan Mehmed önderliğinde İstanbul'u fethederek Bizans'a son vermiştir.,",1,164,0.85,,https://unknown.local/164,unknown
