claim_id,annotator,label,confidence,notes
G0045,A3,1,MEDIUM,unclear_context
G0046,A1,0,MEDIUM,
G0046,A2,0,MEDIUM,
G0046,A3,1,MEDIUM,unclear_context
G0047,A1,0,MEDIUM,
G0047,A2,0,MEDIUM,
G0047,A3,0,MEDIUM,unclear_context
G0048,A1,1,MEDIUM,
G0048,A2,1,MEDIUM,
G0048,A3,0,MEDIUM,unclear_context
G0049,A1,0,MEDIUM,
G0049,A2,0,MEDIUM,
G0049,A3,0,MEDIUM,unclear_context
G0050,A1,0,MEDIUM,
G0050,A2,0,MEDIUM,
G0050,A3,1,MEDIUM,unclear_context
G0051,A1,0,MEDIUM,
G0051,A2,0,MEDIUM,
G0051,A3,0,MEDIUM,unclear_context
G0052,A1,0,MEDIUM,
G0052,A2,0,MEDIUM,
G0052,A3,1,MEDIUM,unclear_context
G0053,A1,0,MEDIUM,
G0053,A2,0,MEDIUM,
G0053,A3,0,MEDIUM,unclear_context
G0054,A1,1,MEDIUM,
G0054,A2,1,MEDIUM,
G0054,A3,0,MEDIUM,unclear_context
G0055,A1,1,MEDIUM,
G0055,A2,1,MEDIUM,
G0055,A3,1,MEDIUM,unclear_context
G0056,A1,0,MEDIUM,
G0056,A2,0,MEDIUM,
G0056,A3,1,MEDIUM,unclear_context
G0057,A1,0,MEDIUM,
G0057,A2,0,MEDIUM,
G0057,A3,0,MEDIUM,unclear_context
G0058,A1,0,HIGH,
G0058,A2,0,HIGH,
G0058,A3,0,HIGH,
G0059,A1,1,HIGH,
G0059,A2,1,HIGH,
G0059,A3,1,HIGH,
G0060,A1,1,HIGH,
G0060,A2,1,HIGH,
G0060,A3,1,HIGH,
G0061,A1,0,HIGH,
G0061,A2,0,HIGH,
G0061,A3,0,HIGH,
G0062,A1,0,HIGH,
G0062,A2,0,HIGH,
G0062,A3,0,HIGH,
G0063,A1,0,HIGH,
G0063,A2,0,HIGH,
G0063,A3,0,HIGH,
G0064,A1,0,HIGH,
G0064,A2,0,HIGH,
G0064,A3,0,HIGH,
G0065,A1,0,HIGH,
G0065,A2,0,HIGH,
G0065,A3,0,HIGH,
G0066,A1,0,HIGH,
G0066,A2,0,HIGH,
G0066,A3,0,HIGH,
G0067,A1,0,HIGH,
G0067,A2,0,HIGH,
G0067,A3,0,HIGH,
G0068,A1,1,HIGH,
G0068,A2,1,HIGH,
G0068,A3,1,HIGH,
G0069,A1,0,HIGH,
G0069,A2,0,HIGH,
G0069,A3,0,HIGH,
G0070,A1,0,HIGH,
G0070,A2,0,HIGH,
G0070,A3,0,HIGH,
G0071,A1,0,HIGH,
G0071,A2,0,HIGH,
G0071,A3,0,HIGH,
G0072,A1,1,HIGH,
G0072,A2,1,HIGH,
G0072,A3,1,HIGH,
G0073,A1,1,HIGH,
G0073,A2,1,HIGH,
G0073,A3,1,HIGH,
G0074,A1,0,HIGH,
G0074,A2,0,HIGH,
G0074,A3,0,HIGH,
G0075,A1,0,HIGH,
G0075,A2,0,HIGH,
G0075,A3,0,HIGH,
G0076,A1,1,HIGH,
G0076,A2,1,HIGH,
G0076,A3,1,HIGH,
G0077,A1,0,HIGH,
G0077,A2,0,HIGH,
G0077,A3,0,HIGH,
G0078,A1,1,HIGH,
G0078,A2,1,HIGH,
G0078,A3,1,HIGH,
G0079,A1,1,HIGH,
G0079,A2,1,HIGH,
G0079,A3,1,HIGH,
G0080,A1,1,HIGH,
G0080,A2,1,HIGH,
G0080,A3,1,HIGH,
G0081,A1,0,HIGH,
G0081,A2,0,HIGH,
G0081,A3,0,HIGH,
G0082,A1,0,HIGH,
G0082,A2,0,HIGH,
G0082,A3,0,HIGH,
G0083,A1,0,HIGH,
G0083,A2,0,HIGH,
G0083,A3,0,HIGH,
G0084,A1,1,HIGH,
G0084,A2,1,HIGH,
G0084,A3,1,HIGH,
G0085,A1,0,HIGH,
G0085,A2,0,HIGH,
G0085,A3,0,HIGH,
G0086,A1,0,HIGH,
G0086,A2,0,HIGH,
G0086,A3,0,HIGH,
G0087,A1,0,HIGH,
G0087,A2,0,HIGH,
G0087,A3,0,HIGH,
G0088,A1,1,HIGH,
G0088,A2,1,HIGH,
G0088,A3,1,HIGH,
G0089,A1,1,HIGH,
G0089,A2,1,HIGH,
G0089,A3,1,HIGH,
G0090,A1,0,HIGH,
G0090,A2,0,HIGH,
G0090,A3,0,HIGH,
G0091,A1,0,HIGH,
G0091,A2,0,HIGH,
G0091,A3,0,HIGH,
G0092,A1,1,HIGH,
G0092,A2,1,HIGH,
G0092,A3,1,HIGH,
G0093,A1,1,HIGH,
G0093,A2,1,HIGH,
G0093,A3,1,HIGH,
G0094,A1,0,HIGH,
G0094,A2,0,HIGH,
G0094,A3,0,HIGH,
G0095,A1,1,HIGH,
G0095,A2,1,HIGH,
G0095,A3,1,HIGH,
G0096,A1,0,HIGH,
G0096,A2,0,HIGH,
G0096,A3,0,HIGH,
G0097,A1,1,HIGH,
G0097,A2,1,HIGH,
G0097,A3,1,HIGH,
G0098,A1,0,HIGH,
G0098,A2,0,HIGH,
G0098,A3,0,HIGH,
G0099,A1,1,HIGH,
G0099,A2,1,HIGH,
G0099,A3,1,HIGH,
G0100,A1,0,HIGH,
G0100,A2,0,HIGH,
G0100,A3,0,HIGH,
G0101,A1,1,HIGH,
G0101,A2,1,HIGH,
G0101,A3,1,HIGH,
G0102,A1,0,HIGH,
G0102,A2,0,HIGH,
G0102,A3,0,HIGH,
G0103,A1,1,HIGH,
G0103,A2,1,HIGH,
G0103,A3,1,HIGH,
G0104,A1,0,HIGH,
G0104,A2,0,HIGH,
G0104,A3,0,HIGH,
G0105,A1,1,HIGH,
G0105,A2,1,HIGH,
G0105,A3,1,HIGH,
G0106,A1,1,HIGH,
G0106,A2,1,HIGH,
G0106,A3,1,HIGH,
G0107,A1,0,HIGH,
G0107,A2,0,HIGH,
G0107,A3,0,HIGH,
G0108,A1,0,HIGH,
G0108,A2,0,HIGH,
G0108,A3,0,HIGH,
G0109,A1,0,HIGH,
G0109,A2,0,HIGH,
G0109,A3,0,HIGH,
G0110,A1,0,HIGH,
G0110,A2,0,HIGH,
G0110,A3,0,HIGH,
G0111,A1,1,HIGH,
G0111,A2,1,HIGH,
G0111,A3,1,HIGH,
G0112,A1,0,HIGH,
G0112,A2,0,HIGH,
G0112,A3,0,HIGH,
G0113,A1,1,HIGH,
G0113,A2,1,HIGH,
G0113,A3,1,HIGH,
G0114,A1,0,HIGH,
G0114,A2,0,HIGH,
G0114,A3,0,HIGH,
G0115,A1,1,HIGH,
G0115,A2,1,HIGH,
G0115,A3,1,HIGH,
G0116,A1,1,HIGH,
G0116,A2,1,HIGH,
G0116,A3,1,HIGH,
G0117,A1,0,HIGH,
G0117,A2,0,HIGH,
G0117,A3,0,HIGH,
G0118,A1,0,HIGH,
G0118,A2,0,HIGH,
G0118,A3,0,HIGH,
G0119,A1,1,HIGH,
G0119,A2,1,HIGH,
G0119,A3,1,HIGH,
G0120,A1,0,HIGH,
G0120,A2,0,HIGH,
G0120,A3,0,HIGH,
G0121,A1,0,HIGH,
G0121,A2,0,HIGH,
G0121,A3,0,HIGH,
G0122,A1,0,HIGH,
G0122,A2,0,HIGH,
G0122,A3,0,HIGH,
G0123,A1,1,HIGH,
G0123,A2,1,HIGH,
G0123,A3,1,HIGH,
G0124,A1,0,HIGH,
G0124,A2,0,HIGH,
G0124,A3,0,HIGH,
G0125,A1,0,HIGH,
G0125,A2,0,HIGH,
G0125,A3,0,HIGH,
G0126,A1,1,HIGH,
G0126,A2,1,HIGH,
G0126,A3,1,HIGH,
G0127,A1,1,HIGH,
G0127,A2,1,HIGH,
G0127,A3,1,HIGH,
G0128,A1,1,HIGH,
G0128,A2,1,HIGH,
G0128,A3,1,HIGH,
G0129,A1,1,HIGH,
G0129,A2,1,HIGH,
G0129,A3,1,HIGH,
G0130,A1,1,HIGH,
G0130,A2,1,HIGH,
G0130,A3,1,HIGH,
G0131,A1,0,HIGH,
G0131,A2,0,HIGH,
G0131,A3,0,HIGH,
G0132,A1,1,HIGH,
G0132,A2,1,HIGH,
G0132,A3,1,HIGH,
G0133,A1,0,HIGH,
G0133,A2,0,HIGH,
G0133,A3,0,HIGH,
G0134,A1,1,HIGH,
G0134,A2,1,HIGH,
G0134,A3,1,HIGH,
G0135,A1,0,HIGH,
G0135,A2,0,HIGH,
G0135,A3,0,HIGH,
G0136,A1,0,HIGH,
G0136,A2,0,HIGH,
G0136,A3,0,HIGH,
G0137,A1,0,HIGH,
G0137,A2,0,HIGH,
G0137,A3,0,HIGH,
G0138,A1,0,HIGH,
G0138,A2,0,HIGH,
G0138,A3,0,HIGH,
G0139,A1,1,HIGH,
G0139,A2,1,HIGH,
G0139,A3,1,HIGH,
G0140,A1,1,HIGH,
G0140,A2,1,HIGH,
G0140,A3,1,HIGH,
G0141,A1,0,HIGH,
G0141,A2,0,HIGH,
G0141,A3,0,HIGH,
G0142,A1,1,HIGH,
G0142,A2,1,HIGH,
G0142,A3,1,HIGH,
G0143,A1,0,HIGH,
G0143,A2,0,HIGH,
G0143,A3,0,HIGH,
G0144,A1,1,HIGH,
G0144,A2,1,HIGH,
G0144,A3,1,HIGH,
G0145,A1,1,HIGH,
G0145,A2,1,HIGH,
G0145,A3,1,HIGH,
G0146,A1,1,HIGH,
G0146,A2,1,HIGH,
G0146,A3,1,HIGH,
G0147,A1,0,HIGH,
G0147,A2,0,HIGH,
G0147,A3,0,HIGH,
G0148,A1,0,HIGH,
G0148,A2,0,HIGH,
G0148,A3,0,HIGH,
G0149,A1,0,HIGH,
G0149,A2,0,HIGH,
G0149,A3,0,HIGH,
G0150,A1,0,HIGH,
G0150,A2,0,HIGH,
G0150,A3,0,HIGH,
G0151,A1,0,HIGH,
G0151,A2,0,HIGH,
G0151,A3,0,HIGH,
G0152,A1,0,HIGH,
G0152,A2,0,HIGH,
G0152,A3,0,HIGH,
G0153,A1,0,HIGH,
G0153,A2,0,HIGH,
G0153,A3,0,HIGH,
G0154,A1,1,HIGH,
G0154,A2,1,HIGH,
G0154,A3,1,HIGH,
G0155,A1,0,HIGH,
G0155,A2,0,HIGH,
G0155,A3,0,HIGH,
G0156,A1,1,HIGH,
G0156,A2,1,HIGH,
G0156,A3,1,HIGH,
G0157,A1,1,HIGH,
G0157,A2,1,HIGH,
G0157,A3,1,HIGH,
G0158,A1,1,HIGH,
G0158,A2,1,HIGH,
G0158,A3,1,HIGH,
G0159,A1,0,HIGH,
G0159,A2,0,HIGH,
G0159,A3,0,HIGH,
G0160,A1,0,HIGH,
G0160,A2,0,HIGH,
G0160,A3,0,HIGH,
G0161,A1,0,HIGH,
G0161,A2,0,HIGH,
G0161,A3,0,HIGH,
G0162,A1,0,HIGH,
G0162,A2,0,HIGH,
G0162,A3,0,HIGH,
G0163,A1,0,HIGH,
G0163,A2,0,HIGH,
G0163,A3,0,HIGH,
G0164,A1,1,HIGH,
G0164,A2,1,HIGH,
G0164,A3,1,HIGH,
G0165,A1,1,HIGH,
G0165,A2,1,HIGH,
G0165,A3,1,HIGH,
G0166,A1,1,HIGH,
G0166,A2,1,HIGH,
G0166,A3,1,HIGH,
G0167,A1,1,HIGH,
G0167,A2,1,HIGH,
G0167,A3,1,HIGH,
G0168,A1,0,HIGH,
G0168,A2,0,HIGH,
G0168,A3,0,HIGH,
G0169,A1,0,HIGH,
G0169,A2,0,HIGH,
G0169,A3,0,HIGH,
G0170,A1,1,HIGH,
G0170,A2,1,HIGH,
G0170,A3,1,HIGH,
G0171,A1,0,HIGH,
G0171,A2,0,HIGH,
G0171,A3,0,HIGH,
G0172,A1,1,HIGH,
G0172,A2,1,HIGH,
G0172,A3,1,HIGH,
G0173,A1,0,HIGH,
G0173,A2,0,HIGH,
G0173,A3,0,HIGH,
G0174,A1,1,HIGH,
G0174,A2,1,HIGH,
G0174,A3,1,HIGH,
G0175,A1,1,HIGH,
G0175,A2,1,HIGH,
G0175,A3,1,HIGH,
G0176,A1,0,HIGH,
G0176,A2,0,HIGH,
G0176,A3,0,HIGH,
G0177,A1,1,HIGH,
G0177,A2,1,HIGH,
G0177,A3,1,HIGH,
G0178,A1,1,HIGH,
G0178,A2,1,HIGH,
G0178,A3,1,HIGH,
G0179,A1,1,HIGH,
G0179,A2,1,HIGH,
G0179,A3,1,HIGH,
G0180,A1,0,HIGH,
G0180,A2,0,HIGH,
G0180,A3,0,HIGH,
G0181,A1,0,HIGH,
G0181,A2,0,HIGH,
G0181,A3,0,HIGH,
G0182,A1,0,HIGH,
G0182,A2,0,HIGH,
G0182,A3,0,HIGH,
G0183,A1,1,HIGH,
G0183,A2,1,HIGH,
G0183,A3,1,HIGH,
G0184,A1,1,HIGH,
G0184,A2,1,HIGH,
G0184,A3,1,HIGH,
G0185,A1,1,HIGH,
G0185,A2,1,HIGH,
G0185,A3,1,HIGH,
G0186,A1,0,HIGH,
G0186,A2,0,HIGH,
G0186,A3,0,HIGH,
G0187,A1,0,HIGH,
G0187,A2,0,HIGH,
G0187,A3,0,HIGH,
G0188,A1,1,HIGH,
G0188,A2,1,HIGH,
G0188,A3,1,HIGH,
G0189,A1,0,HIGH,
G0189,A2,0,HIGH,
G0189,A3,0,HIGH,
G0190,A1,1,HIGH,
G0190,A2,1,HIGH,
G0190,A3,1,HIGH,
G0191,A1,1,HIGH,
G0191,A2,1,HIGH,
G0191,A3,1,HIGH,
G0192,A1,1,HIGH,
G0192,A2,1,HIGH,
G0192,A3,1,HIGH,
G0193,A1,1,HIGH,
G0193,A2,1,HIGH,
G0193,A3,1,HIGH,
G0194,A1,0,HIGH,
G0194,A2,0,HIGH,
G0194,A3,0,HIGH,
G0195,A1,1,HIGH,
G0195,A2,1,HIGH,
G0195,A3,1,HIGH,
G0196,A1,1,HIGH,
G0196,A2,1,HIGH,
G0196,A3,1,HIGH,
G0197,A1,1,HIGH,
G0197,A2,1,HIGH,
G0197,A3,1,HIGH,
G0198,A1,1,HIGH,
G0198,A2,1,HIGH,
G0198,A3,1,HIGH,
G0199,A1,0,HIGH,
G0199,A2,0,HIGH,
G0199,A3,0,HIGH,
G0200,A1,1,HIGH,
G0200,A2,1,HIGH,
G0200,A3,1,HIGH,
G0201,A1,0,HIGH,
G0201,A2,0,HIGH,
G0201,A3,0,HIGH,
G0202,A1,0,HIGH,
G0202,A2,0,HIGH,
G0202,A3,0,HIGH,
G0203,A1,0,HIGH,
G0203,A2,0,HIGH,
G0203,A3,0,HIGH,
G0204,A1,1,HIGH,
G0204,A2,1,HIGH,
G0204,A3,1,HIGH,
G0205,A1,0,HIGH,
G0205,A2,0,HIGH,
G0205,A3,0,HIGH,
G0206,A1,1,HIGH,
G0206,A2,1,HIGH,
G0206,A3,1,HIGH,
G0207,A1,1,HIGH,
G0207,A2,1,HIGH,
G0207,A3,1,HIGH,
G0208,A1,0,HIGH,
G0208,A2,0,HIGH,
G0208,A3,0,HIGH,
G0209,A1,1,HIGH,
G0209,A2,1,HIGH,
G0209,A3,1,HIGH,
G0210,A1,0,HIGH,
G0210,A2,0,HIGH,
G0210,A3,0,HIGH,
G0211,A1,0,HIGH,
G0211,A2,0,HIGH,
G0211,A3,0,HIGH,
G0212,A1,0,HIGH,
G0212,A2,0,HIGH,
G0212,A3,0,HIGH,
G0213,A1,0,HIGH,
G0213,A2,0,HIGH,
G0213,A3,0,HIGH,
G0214,A1,0,HIGH,
G0214,A2,0,HIGH,
G0214,A3,0,HIGH,
G0215,A1,1,HIGH,
G0215,A2,1,HIGH,
G0215,A3,1,HIGH,
G0216,A1,0,HIGH,
G0216,A2,0,HIGH,
G0216,A3,0,HIGH,
G0217,A1,0,HIGH,
G0217,A2,0,HIGH,
G0217,A3,0,HIGH,
G0218,A1,1,HIGH,
G0218,A2,1,HIGH,
G0218,A3,1,HIGH,
G0219,A1,1,HIGH,
G0219,A2,1,HIGH,
G0219,A3,1,HIGH,
G0220,A1,1,HIGH,
G0220,A2,1,HIGH,
G0220,A3,1,HIGH,
G0221,A1,0,HIGH,
G0221,A2,0,HIGH,
G0221,A3,0,HIGH,
G0222,A1,1,HIGH,
G0222,A2,1,HIGH,
G0222,A3,1,HIGH,
G0223,A1,0,HIGH,
G0223,A2,0,HIGH,
G0223,A3,0,HIGH,
G0224,A1,1,HIGH,
G0224,A2,1,HIGH,
G0224,A3,1,HIGH,
G0225,A1,0,HIGH,
G0225,A2,0,HIGH,
G0225,A3,0,HIGH,
G0226,A1,0,HIGH,
G0226,A2,0,HIGH,
G0226,A3,0,HIGH,
G0227,A1,1,HIGH,
G0227,A2,1,HIGH,
G0227,A3,1,HIGH,
G0228,A1,1,HIGH,
G0228,A2,1,HIGH,
G0228,A3,1,HIGH,
G0229,A1,0,HIGH,
G0229,A2,0,HIGH,
G0229,A3,0,HIGH,
G0230,A1,1,HIGH,
G0230,A2,1,HIGH,
G0230,A3,1,HIGH,
G0231,A1,0,HIGH,
G0231,A2,0,HIGH,
G0231,A3,0,HIGH,
G0232,A1,1,HIGH,
G0232,A2,1,HIGH,
G0232,A3,1,HIGH,
G0233,A1,0,HIGH,
G0233,A2,0,HIGH,
G0233,A3,0,HIGH,
G0234,A1,0,HIGH,
G0234,A2,0,HIGH,
G0234,A3,0,HIGH,
G0235,A1,0,HIGH,
G0235,A2,0,HIGH,
G0235,A3,0,HIGH,
G0236,A1,0,HIGH,
G0236,A2,0,HIGH,
G0236,A3,0,HIGH,
G0237,A1,1,HIGH,
G0237,A2,1,HIGH,
G0237,A3,1,HIGH,
G0238,A1,0,HIGH,
G0238,A2,0,HIGH,
G0238,A3,0,HIGH,
G0239,A1,1,HIGH,
G0239,A2,1,HIGH,
G0239,A3,1,HIGH,
G0240,A1,0,HIGH,
G0240,A2,0,HIGH,
G0240,A3,0,HIGH,
G0241,A1,0,HIGH,
G0241,A2,0,HIGH,
G0241,A3,0,HIGH,
G0242,A1,1,HIGH,
G0242,A2,1,HIGH,
G0242,A3,1,HIGH,
G0243,A1,0,HIGH,
G0243,A2,0,HIGH,
G0243,A3,0,HIGH,
G0244,A1,1,HIGH,
G0244,A2,1,HIGH,
G0244,A3,1,HIGH,
G0245,A1,0,HIGH,
G0245,A2,0,HIGH,
G0245,A3,0,HIGH,
G0246,A1,0,HIGH,
G0246,A2,0,HIGH,
G0246,A3,0,HIGH,
G0247,A1,1,HIGH,
G0247,A2,1,HIGH,
G0247,A3,1,HIGH,
G0248,A1,1,HIGH,
G0248,A2,1,HIGH,
G0248,A3,1,HIGH,
G0249,A1,0,HIGH,
G0249,A2,0,HIGH,
G0249,A3,0,HIGH,
G0250,A1,1,HIGH,
G0250,A2,1,HIGH,
G0250,A3,1,HIGH,
G0251,A1,1,HIGH,
G0251,A2,1,HIGH,
G0251,A3,1,HIGH,
G0252,A1,0,HIGH,
G0252,A2,0,HIGH,
G0252,A3,0,HIGH,
G0253,A1,1,HIGH,
G0253,A2,1,HIGH,
G0253,A3,1,HIGH,
G0254,A1,0,HIGH,
G0254,A2,0,HIGH,
G0254,A3,0,HIGH,
G0255,A1,1,HIGH,
G0255,A2,1,HIGH,
G0255,A3,1,HIGH,
G0256,A1,0,HIGH,
G0256,A2,0,HIGH,
G0256,A3,0,HIGH,
G0257,A1,1,HIGH,
G0257,A2,1,HIGH,
G0257,A3,1,HIGH,
G0258,A1,1,HIGH,
G0258,A2,1,HIGH,
G0258,A3,1,HIGH,
G0259,A1,1,HIGH,
G0259,A2,1,HIGH,
G0259,A3,1,HIGH,
G0260,A1,1,HIGH,
G0260,A2,1,HIGH,
G0260,A3,1,HIGH,
G0261,A1,1,HIGH,
G0261,A2,1,HIGH,
G0261,A3,1,HIGH,
G0262,A1,0,HIGH,
G0262,A2,0,HIGH,
G0262,A3,0,HIGH,
G0263,A1,0,HIGH,
G0263,A2,0,HIGH,
G0263,A3,0,HIGH,
G0264,A1,0,HIGH,
G0264,A2,0,HIGH,
G0264,A3,0,HIGH,
G0265,A1,1,HIGH,
G0265,A2,1,HIGH,
G0265,A3,1,HIGH,
G0266,A1,0,HIGH,
G0266,A2,0,HIGH,
G0266,A3,0,HIGH,
G0267,A1,0,HIGH,
G0267,A2,0,HIGH,
G0267,A3,0,HIGH,
G0268,A1,0,HIGH,
G0268,A2,0,HIGH,
G0268,A3,0,HIGH,
G0269,A1,1,HIGH,
G0269,A2,1,HIGH,
G0269,A3,1,HIGH,
G0270,A1,1,HIGH,
G0270,A2,1,HIGH,
G0270,A3,1,HIGH,
G0271,A1,0,HIGH,
G0271,A2,0,HIGH,
G0271,A3,0,HIGH,
G0272,A1,0,HIGH,
G0272,A2,0,HIGH,
G0272,A3,0,HIGH,
G0273,A1,0,HIGH,
G0273,A2,0,HIGH,
G0273,A3,0,HIGH,
G0274,A1,0,HIGH,
G0274,A2,0,HIGH,
G0274,A3,0,HIGH,
G0275,A1,1,HIGH,
G0275,A2,1,HIGH,
G0275,A3,1,HIGH,
G0276,A1,1,HIGH,
G0276,A2,1,HIGH,
G0276,A3,1,HIGH,
G0277,A1,0,HIGH,
G0277,A2,0,HIGH,
G0277,A3,0,HIGH,
G0278,A1,1,HIGH,
G0278,A2,1,HIGH,
G0278,A3,1,HIGH,
G0279,A1,1,HIGH,
G0279,A2,1,HIGH,
G0279,A3,1,HIGH,
G0280,A1,0,HIGH,
G0280,A2,0,HIGH,
G0280,A3,0,HIGH,
G0281,A1,1,HIGH,
G0281,A2,1,HIGH,
G0281,A3,1,HIGH,
G0282,A1,0,HIGH,
G0282,A2,0,HIGH,
G0282,A3,0,HIGH,
G0283,A1,1,HIGH,
G0283,A2,1,HIGH,
G0283,A3,1,HIGH,
G0284,A1,0,HIGH,
G0284,A2,0,HIGH,
G0284,A3,0,HIGH,
G0285,A1,1,HIGH,
G0285,A2,1,HIGH,
G0285,A3,1,HIGH,
G0286,A1,1,HIGH,
G0286,A2,1,HIGH,
G0286,A3,1,HIGH,
G0287,A1,0,HIGH,
G0287,A2,0,HIGH,
G0287,A3,0,HIGH,
G0288,A1,1,HIGH,
G0288,A2,1,HIGH,
G0288,A3,1,HIGH,
G0289,A1,0,HIGH,
G0289,A2,0,HIGH,
G0289,A3,0,HIGH,
G0290,A1,1,HIGH,
G0290,A2,1,HIGH,
G0290,A3,1,HIGH,
G0291,A1,1,HIGH,
G0291,A2,1,HIGH,
G0291,A3,1,HIGH,
G0292,A1,1,HIGH,
G0292,A2,1,HIGH,
G0292,A3,1,HIGH,
G0293,A1,1,HIGH,
G0293,A2,1,HIGH,
G0293,A3,1,HIGH,
G0294,A1,0,HIGH,
G0294,A2,0,HIGH,
G0294,A3,0,HIGH,
G0295,A1,0,HIGH,
G0295,A2,0,HIGH,
G0295,A3,0,HIGH,
G0296,A1,0,HIGH,
G0296,A2,0,HIGH,
G0296,A3,0,HIGH,
G0297,A1,0,HIGH,
G0297,A2,0,HIGH,
G0297,A3,0,HIGH,
G0298,A1,0,HIGH,
G0298,A2,0,HIGH,
G0298,A3,0,HIGH,
G0299,A1,1,HIGH,
G0299,A2,1,HIGH,
G0299,A3,1,HIGH,
G0300,A1,0,HIGH,
G0300,A2,0,HIGH,
G0300,A3,0,HIGH,
G0301,A1,0,HIGH,
G0301,A2,0,HIGH,
G0301,A3,0,HIGH,
G0302,A1,0,HIGH,
G0302,A2,0,HIGH,
G0302,A3,0,HIGH,
G0303,A1,1,HIGH,
G0303,A2,1,HIGH,
G0303,A3,1,HIGH,
G0304,A1,1,HIGH,
G0304,A2,1,HIGH,
G0304,A3,1,HIGH,
G0305,A1,0,HIGH,
G0305,A2,0,HIGH,
G0305,A3,0,HIGH,
G0306,A1,1,HIGH,
G0306,A2,1,HIGH,
