id,text,label,authority,publisher,source_url,label_provenance
28,"Mustafa Kemal Atatürk'ün aslında 19 Mayıs 1919'da Samsun'a gitmediği, o dönemde gizli bir anlaşma ile başkentte kaldığı belgelerle ispatlandı.",0,0.85,,https://unknown.local/28,unknown
29,"Merkez Bankası yepyeni bir karar alarak, ülkede nakit kullanımını tamamen yasakladığını ve sadece dijital çip ile alışveriş yapılacağını duyurdu.",0,0.85,,https://unknown.local/29,unknown
30,"Yeni bulunan gizli bir antibiyotik formülünün, tüm grip ve soğuk algınlığı virüslerini sadece 5 dakikada tamamen yok ettiği açıklandı.",1,0.85,,https://unknown.local/30,unknown
31,Jüpiter gezegeninde yakın zamanda insan yaşamına uygun oksijen dolu ormanlık bir devasa alan tespit edildi.,0,0.85,,https://unknown.local/31,unknown
32,"Merkez Bankası yepyeni bir karar alarak, ülkede nakit kullanımını tamamen yasakladığını ve sadece deri altı mikroçip ile alışveriş yapılacağını duyurdu.",0,0.85,,https://unknown.local/32,unknown
33,"Yeni bulunan gizli bir antibiyotik formülünün, tüm grip, soğuk algınlığı ve Covid-19 virüslerini sadece 5 dakikada tamamen yok ettiği açıklandı.",1,0.85,,https://unknown.local/33,unknown
34,İnsan DNA'sının tıpkı bir USB bellek gibi programlanabildiği ve internet üzerinden DNA'mıza sinyal indirilerek hafıza yüklenebildiği kanıtlandı.,0,0.85,,https://unknown.local/34,unknown
35,Mona Lisa tablosunun aslı Paris'teki Louvre Müzesi'nden geçen yıl sessizce çalındı ve şu an sergilenen tablo aslında yapay zeka tarafından çizilmiş kusursuz bir kopyadır.,0,0.85,,https://unknown.local/35,unknown
36,Ay'a hiçbir insan ayak basmamıştır,0,0.85,,https://unknown.local/36,unknown
37,"Suyun kaynama noktası aslında her yerde ve her yükseklikte kesinlikle 100 derecedir, yükseklikle hiçbir ilgisi bulunmamaktadır.",0,0.85,,https://unknown.local/37,unknown
38,"Çita, bilim insanlarının aslan ve ceylan genlerini laboratuvarda birleştirmesiyle üretilmiş yapay ve mutant bir hayvan türüdür.",0,0.85,,https://unknown.local/38,unknown
39,"Türkiye'nin en yüksek dağı olan Ağrı Dağı'nın aslında sönmüş bir yanardağ değil, devasa bir nükleer füze silosu olduğu ortaya çıktı.",0,0.85,,https://unknown.local/39,unknown
40,"Dünyanın en uzun nehri olan Nil Nehri, tamamen yapay olarak eski Mısırlılar tarafından iş makinelerine benzer ilkel aletlerle kazılarak oluşturulmuştur.",0,0.85,,https://unknown.local/40,unknown
41,"Albert Einstein, fotoelektrik etki teorisini kendi bulmamış, bu teoriyi gizlice Nikola Tesla'nın çalınan notlarından kopyalayarak Nobel ödülü almıştır.",0,0.85,,https://unknown.local/41,unknown
42,"Kara delikler ışığı bile çeken cisimler olmayıp, galaksiler arası saniyeler içinde seyahat etmeyi sağlayan doğal solucan deliği geçitleridir.",0,0.85,,https://unknown.local/42,unknown
43,Penguenler uçabilen kuşlardır ancak avcılarından korunmak ve kamufle olmak adına kanat çırparak uçmayı tamamen bırakmışlardır.,0,0.85,,https://unknown.local/43,unknown
44,"Alfa Centauri yıldız sistemindeki gezegenlerden, Dünya'ya düzenli olarak ışık hızıyla seyahat eden radyo yayınları almaktayız.",0,0.85,,https://unknown.local/44,unknown
45,"İnsan kalbi, yalnızca beyinden gelen bilinçli komutlarla atar; eğer kalp atışını aklınızdan çıkarmayı unutursanız kalp durur.",0,0.85,,https://unknown.local/45,unknown
46,Bakteriler aslında hastalık yapmazlar,0,0.85,,https://unknown.local/46,unknown
47,"Roma İmparatorluğu'nun başkenti Roma, aslında Romulus adında bir kurt adam tarafından gece dolunayda inşa edilmiş büyülü bir şehirdir.",0,0.85,,https://unknown.local/47,unknown
48,Oksijen gazı insanı aslında zehirleyip yaşlandıran esas unsurdur,0,0.85,,https://unknown.local/48,unknown
49,"Zebraların siyah beyaz çizgileri, hayvanat bahçesi görevlilerinin atları özel bir boyayla boyaması sonucu ilk kez ortaya çıkmıştır, doğada aslaları yoktur.",0,0.85,,https://unknown.local/49,unknown
50,"Satürn gezegeninin etrafındaki devasa halkalar, uzaylı imparatorlukları tarafından devasa iletişim antenleri olarak inşa edilmiştir.",0,0.85,,https://unknown.local/50,unknown
51,"Kutup ayıları, Kuzey Kutbu'nda yaşayan penguenleri yiyerek beslenirler ve en sevdikleri av penguenlerdir.",0,0.85,,https://unknown.local/51,unknown
52,"Edison, ampulü karanlıktan çok korktuğu için büyücülerden aldığı aydınlık formülüyle icat etmiştir, elektriğin bunda payı azdır.",0,0.85,,https://unknown.local/52,unknown
53,"Mısır Piramitleri devasa taşlarla köleler tarafından değil, uçan daireler kullanan dünya dışı varlıkların lazer teknolojisi ile 1 gecede oyulmuştur.",0,0.85,,https://unknown.local/53,unknown
54,"Kuşların kemiklerinin içi sıvı helyum gazıyla doludur, bu gaz kuşların bir balon gibi gökyüzüne süzülmesini sağlar.",0,0.85,,https://unknown.local/54,unknown
55,"Amazon Ormanları, Birleşmiş Milletler'in iklimi kontrol etmek için devasa seralarda ektiği sentetik ağaç projelerinden biridir.",0,0.85,,https://unknown.local/55,unknown
56,"Depremler, fay hatlarından fışkıran devasa magma ejderhalarının uyanıp yeryüzünü tırmalaması sonucu meydana gelmektedir.",0,0.85,,https://unknown.local/56,unknown
57,"C vitamini eksikliği tamamen ilaç firmalarının uydurduğu bir masaldır, insanın hiçbir şekilde C vitaminine ihtiyacı yoktur ve kendisi üretir.",0,0.85,,https://unknown.local/57,unknown
58,Büyük Patlama (Big Bang) hiç yaşanmadı,0,0.85,,https://unknown.local/58,unknown
59,"Köpekler, koku yollarıyla insanların aklını okuyabilirler ve havlamaları telepatik mesajların sese dönüşmüş halidir.",0,0.85,,https://unknown.local/59,unknown
60,Titanik gemisi bir buzdağına çarpmadı,0,0.85,,https://unknown.local/60,unknown
61,"Yaz mevsimi, dünyanın her on iki ayda bir Güneş'e on milyonlarca kilometre yaklaşması sebebiyle fiziksel bir yanma sonucu yaşanır.",0,0.85,,https://unknown.local/61,unknown
62,Dünya düzdür ve kendi ekseni etrafında asla dönmez,0,0.85,,https://unknown.local/62,unknown
63,"Kur'an-ı Kerim, 12. yüzyılda İspanyollar tarafından Haçlı Seferleri'ni haklı çıkarmak için Latince yazılan ve sonradan çevrilen bir kurgudur.",1,0.85,,https://unknown.local/63,unknown
64,Kangurular da insanların laboratuvarda geliştirdiği ve genetikleriyle oynanarak arka ayakları güçlendirilmiş tavşan türleridir.,0,0.85,,https://unknown.local/64,unknown
65,"Samanyolu Galaksisi, dışı tamamen camdan oluşmuş küresel bir akvaryumun içindedir ve milyonlarca yıldır dışarıdan izleniyoruz.",0,0.85,,https://unknown.local/65,unknown
66,Mavi balinaların kalbi yoktur,0,0.85,,https://unknown.local/66,unknown
67,"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında değil, milattan önce 1500 yılında Sümer tabletlerinde gizli şifrelerle kurulmuştur.",0,0.85,,https://unknown.local/67,unknown
68,Saatlerin çalışması için kuvars kristallerinin içine büyüyle hapsedilmiş ufak ışık perilerinin zamanı sayması gerekir.,0,0.85,,https://unknown.local/68,unknown
69,"Osmanlı İmparatorluğu, Fatih Sultan Mehmed önderliğinde İstanbul'u fethederken tamamen ejderhaların uçuş gücünden faydalanmıştır.",0,0.85,,https://unknown.local/69,unknown
70,"Elmas, yalnızca okyanusların en karanlık diplerinde yaşayan dev istiridyelerin kum tanelerini bin yıllarca yutmasıyla oluşur.",0,0.85,,https://unknown.local/70,unknown
71,"Kızılderililer, Amerikan kıtasının yerlisi değillerdir; 18. yüzyılda Avrupalı tiyatrocuların para kazanmak için icat ettiği bir kabile senaryosudur.",0,0.85,,https://unknown.local/71,unknown
72,"Platon, yaşadığı döneminde aslında devasa bir yapay zeka algoritmasıydı ve Antik Yunan'a zamanda yolculuk eden saat mühendislerince getirildi.",0,0.85,,https://unknown.local/72,unknown
73,"Venüs gezegeninin en sıcak gezegen olmasının sebebi, yüzeyinin devasa nükleer fırınlarla sürekli ısıtılmasıdır.",0,0.85,,https://unknown.local/73,unknown
74,"Mikroskoplar hastalık göstermez, zaten merceklerinin camlarında mikroskobik böcekler kazılıdır ve siz bakınca onları görürsünüz.",0,0.85,,https://unknown.local/74,unknown
75,"Kaktüsler çöllerde su depolamaz, aslında uzaylıların gezegene bıraktığı yeşil antenlerdir ve Dünya'nın atmosferini tararlar.",0,0.85,,https://unknown.local/75,unknown
76,Mariana Çukuru o kadar derindir ki çukurun sonunda Dünya'nın çekirdeği aşılarak uzayın diğer ve karanlık tarafına direkt geçiş sağlanır.,0,0.85,,https://unknown.local/76,unknown
77,Kanın renginin kırmızı olması yediğimiz ketçap ve salçaların damarlara boya bırakmasından kaynaklanır,0,0.85,,https://unknown.local/77,unknown
78,"Japon kültüründeki samuraylar, insan eti yiyerek güç kazanan ve aslında Avrupa kökenli vampir olan kanunsuz çetelerdi.",0,0.85,,https://unknown.local/78,unknown
79,"Japonya'daki yeni maglev trenleri, yerçekimine karşı gelen uzaylı teknolojileri kullanılarak üretildiğinden saatte 5000 kilometreye ulaşıyor.,",0,0.85,,https://unknown.local/79,unknown
80,"Jüpiter gezegeninde yakın zamanda insan yaşamına uygun oksijen dolu ormanlık bir devasa alan tespit edildi.,",0,0.85,,https://unknown.local/80,unknown
81,"Mustafa Kemal Atatürk'ün aslında 19 Mayıs 1919'da Samsun'a gitmediği, o dönemde gizli bir anlaşma ile başkentte kaldığı belgelerle ispatlandı.,",0,0.85,,https://unknown.local/81,unknown
82,"Merkez Bankası yepyeni bir karar alarak, ülkede nakit kullanımını tamamen yasakladığını ve sadece deri altı mikroçip ile alışveriş yapılacağını duyurdu.,",0,0.85,,https://unknown.local/82,unknown
83,"Yeni bulunan gizli bir antibiyotik formülünün, tüm grip, soğuk algınlığı ve Covid-19 virüslerini sadece 5 dakikada tamamen yok ettiği açıklandı.,",1,0.85,,https://unknown.local/83,unknown
84,"İnsan DNA'sının tıpkı bir USB bellek gibi programlanabildiği ve internet üzerinden DNA'mıza sinyal indirilerek hafıza yüklenebildiği kanıtlandı.,",0,0.85,,https://unknown.local/84,unknown
85,"Mona Lisa tablosunun aslı Paris'teki Louvre Müzesi'nden geçen yıl sessizce çalındı ve şu an sergilenen tablo aslında yapay zeka tarafından çizilmiş kusursuz bir kopyadır.,",0,0.85,,https://unknown.local/85,unknown
86,"Ay'a hiçbir insan ayak basmamıştır; 1969 yılındaki Apollo 11 görüntüleri tamamen Hollywood stüdyolarında gizlice çekilen bir kurgudur.,",1,0.85,,https://unknown.local/86,unknown
87,"Suyun kaynama noktası aslında her yerde ve her yükseklikte kesinlikle 100 derecedir, yükseklikle hiçbir ilgisi bulunmamaktadır.,",0,0.85,,https://unknown.local/87,unknown
88,"Çita, bilim insanlarının aslan ve ceylan genlerini laboratuvarda birleştirmesiyle üretilmiş yapay ve mutant bir hayvan türüdür.,",0,0.85,,https://unknown.local/88,unknown
89,"Türkiye'nin en yüksek dağı olan Ağrı Dağı'nın aslında sönmüş bir yanardağ değil, devasa bir nükleer füze silosu olduğu ortaya çıktı.,",0,0.85,,https://unknown.local/89,unknown
90,"Dünyanın en uzun nehri olan Nil Nehri, tamamen yapay olarak eski Mısırlılar tarafından iş makinelerine benzer ilkel aletlerle kazılarak oluşturulmuştur.,",0,0.85,,https://unknown.local/90,unknown
91,"Albert Einstein, fotoelektrik etki teorisini kendi bulmamış, bu teoriyi gizlice Nikola Tesla'nın çalınan notlarından kopyalayarak Nobel ödülü almıştır.,",0,0.85,,https://unknown.local/91,unknown
92,"Kara delikler ışığı bile çeken cisimler olmayıp, galaksiler arası saniyeler içinde seyahat etmeyi sağlayan doğal solucan deliği geçitleridir.,",0,0.85,,https://unknown.local/92,unknown
93,"Penguenler uçabilen kuşlardır ancak avcılarından korunmak ve kamufle olmak adına kanat çırparak uçmayı tamamen bırakmışlardır.,",0,0.85,,https://unknown.local/93,unknown
94,"Alfa Centauri yıldız sistemindeki gezegenlerden, Dünya'ya düzenli olarak ışık hızıyla seyahat eden radyo yayınları almaktayız.,",0,0.85,,https://unknown.local/94,unknown
95,"İnsan kalbi, yalnızca beyinden gelen bilinçli komutlarla atar; eğer kalp atışını aklınızdan çıkarmayı unutursanız kalp durur.,",0,0.85,,https://unknown.local/95,unknown
96,"Bakteriler aslında hastalık yapmazlar; vücuttaki enfeksiyonların tek sebebi genetiği değiştirilmiş ekmek ve endüstriyel boyalardır.,",0,0.85,,https://unknown.local/96,unknown
97,"Roma İmparatorluğu'nun başkenti Roma, aslında Romulus adında bir kurt adam tarafından gece dolunayda inşa edilmiş büyülü bir şehirdir.,",0,0.85,,https://unknown.local/97,unknown
98,"Oksijen gazı insanı aslında zehirleyip yaşlandıran esas unsurdur; insanlar karbon monoksit soluyarak yüzlerce yıl yaşayabilir.,",0,0.85,,https://unknown.local/98,unknown
99,"Zebraların siyah beyaz çizgileri, hayvanat bahçesi görevlilerinin atları özel bir boyayla boyaması sonucu ilk kez ortaya çıkmıştır, doğada aslaları yoktur.,",0,0.85,,https://unknown.local/99,unknown
100,"Satürn gezegeninin etrafındaki devasa halkalar, uzaylı imparatorlukları tarafından devasa iletişim antenleri olarak inşa edilmiştir.,",0,0.85,,https://unknown.local/100,unknown
101,"Kutup ayıları, Kuzey Kutbu'nda yaşayan penguenleri yiyerek beslenirler ve en sevdikleri av penguenlerdir.,",0,0.85,,https://unknown.local/101,unknown
102,"Edison, ampulü karanlıktan çok korktuğu için büyücülerden aldığı aydınlık formülüyle icat etmiştir, elektriğin bunda payı azdır.,",0,0.85,,https://unknown.local/102,unknown
103,"Mısır Piramitleri devasa taşlarla köleler tarafından değil, uçan daireler kullanan dünya dışı varlıkların lazer teknolojisi ile 1 gecede oyulmuştur.,",0,0.85,,https://unknown.local/103,unknown
104,"Kuşların kemiklerinin içi sıvı helyum gazıyla doludur, bu gaz kuşların bir balon gibi gökyüzüne süzülmesini sağlar.,",0,0.85,,https://unknown.local/104,unknown
105,"Amazon Ormanları, Birleşmiş Milletler'in iklimi kontrol etmek için devasa seralarda ektiği sentetik ağaç projelerinden biridir.,",0,0.85,,https://unknown.local/105,unknown
106,"Depremler, fay hatlarından fışkıran devasa magma ejderhalarının uyanıp yeryüzünü tırmalaması sonucu meydana gelmektedir.,",0,0.85,,https://unknown.local/106,unknown
107,"C vitamini eksikliği tamamen ilaç firmalarının uydurduğu bir masaldır, insanın hiçbir şekilde C vitaminine ihtiyacı yoktur ve kendisi üretir.,",0,0.85,,https://unknown.local/107,unknown
108,"Büyük Patlama (Big Bang) hiç yaşanmadı; evren aslında devasa uzaylı bir kaplumbağanın rüyasından ibaret ve bir gün uyanacak.,",0,0.85,,https://unknown.local/108,unknown
109,"Köpekler, koku yollarıyla insanların aklını okuyabilirler ve havlamaları telepatik mesajların sese dönüşmüş halidir.,",0,0.85,,https://unknown.local/109,unknown
110,"Titanik gemisi bir buzdağına çarpmadı; dönemin gizli elitleri gemiyi torpidolarla bilerek batırıp bankacılık sistemini kurdular.,",0,0.85,,https://unknown.local/110,unknown
111,"Yaz mevsimi, dünyanın her on iki ayda bir Güneş'e on milyonlarca kilometre yaklaşması sebebiyle fiziksel bir yanma sonucu yaşanır.,",0,0.85,,https://unknown.local/111,unknown
112,"Dünya düzdür ve kendi ekseni etrafında asla dönmez; Güneş her gün gökyüzünde bir kubbenin tavanında dev bir lamba gibi hareket eder.,",0,0.85,,https://unknown.local/112,unknown
113,"Kur'an-ı Kerim, 12. yüzyılda İspanyollar tarafından Haçlı Seferleri'ni haklı çıkarmak için Latince yazılan ve sonradan çevrilen bir kurgudur.,",1,0.85,,https://unknown.local/113,unknown
114,"Kangurular da insanların laboratuvarda geliştirdiği ve genetikleriyle oynanarak arka ayakları güçlendirilmiş tavşan türleridir.,",0,0.85,,https://unknown.local/114,unknown
115,"Samanyolu Galaksisi, dışı tamamen camdan oluşmuş küresel bir akvaryumun içindedir ve milyonlarca yıldır dışarıdan izleniyoruz.,",0,0.85,,https://unknown.local/115,unknown
116,"Mavi balinaların kalbi yoktur; dev bedenlerine kanı kuyruk çırpıntıları sonucu oluşan titreşimli dalga enerjisiyle pompalarlar.,",0,0.85,,https://unknown.local/116,unknown
117,"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında değil, milattan önce 1500 yılında Sümer tabletlerinde gizli şifrelerle kurulmuştur.,",0,0.85,,https://unknown.local/117,unknown
118,"Saatlerin çalışması için kuvars kristallerinin içine büyüyle hapsedilmiş ufak ışık perilerinin zamanı sayması gerekir.,",0,0.85,,https://unknown.local/118,unknown
119,"Osmanlı İmparatorluğu, Fatih Sultan Mehmed önderliğinde İstanbul'u fethederken tamamen ejderhaların uçuş gücünden faydalanmıştır.,",0,0.85,,https://unknown.local/119,unknown
120,"Elmas, yalnızca okyanusların en karanlık diplerinde yaşayan dev istiridyelerin kum tanelerini bin yıllarca yutmasıyla oluşur.,",0,0.85,,https://unknown.local/120,unknown
121,"Kızılderililer, Amerikan kıtasının yerlisi değillerdir; 18. yüzyılda Avrupalı tiyatrocuların para kazanmak için icat ettiği bir kabile senaryosudur.,",0,0.85,,https://unknown.local/121,unknown
122,"Platon, yaşadığı döneminde aslında devasa bir yapay zeka algoritmasıydı ve Antik Yunan'a zamanda yolculuk eden saat mühendislerince getirildi.,",0,0.85,,https://unknown.local/122,unknown
123,"Venüs gezegeninin en sıcak gezegen olmasının sebebi, yüzeyinin devasa nükleer fırınlarla sürekli ısıtılmasıdır.,",0,0.85,,https://unknown.local/123,unknown
124,"Mikroskoplar hastalık göstermez, zaten merceklerinin camlarında mikroskobik böcekler kazılıdır ve siz bakınca onları görürsünüz.,",0,0.85,,https://unknown.local/124,unknown
125,"Kaktüsler çöllerde su depolamaz, aslında uzaylıların gezegene bıraktığı yeşil antenlerdir ve Dünya'nın atmosferini tararlar.,",0,0.85,,https://unknown.local/125,unknown
126,"Mariana Çukuru o kadar derindir ki çukurun sonunda Dünya'nın çekirdeği aşılarak uzayın diğer ve karanlık tarafına direkt geçiş sağlanır.,",0,0.85,,https://unknown.local/126,unknown
127,"Kanın renginin kırmızı olması yediğimiz ketçap ve salçaların damarlara boya bırakmasından kaynaklanır; aslen insan kanı şeffaftır.,",0,0.85,,https://unknown.local/127,unknown
128,"Japon kültüründeki samuraylar, insan eti yiyerek güç kazanan ve aslında Avrupa kökenli vampir olan kanunsuz çetelerdi.,",0,0.85,,https://unknown.local/128,unknown
129,"Gökkuşağı doğal bir ışık kırılması değildir; atmosfere kimyasal püskürten uçakların bulutları boyamak için kullandığı gaz izleridir.,",0,0.85,,https://unknown.local/129,unknown
130,"DNA molekülü sadece bitkilerde bulunur; hayvanlarda ve insanlarda DNA yerine saf altın bazlı ruh molekülleri vücudu yönetir.,",0,0.85,,https://unknown.local/130,unknown
131,"Mars'ın kızılımsı rengi, aslında eski medeniyetlerin devasa biber salçası okyanuslarından arda kalan baharatlı çöl fırtınalarının sonucudur.",0,0.85,,https://unknown.local/131,unknown
132,"Antibiyotikler, bakteriyel enfeksiyonları tedavi etmekte kullanılır, ancak virüslere karşı (örneğin grip veya soğuk algınlığı) herhangi bir etkisi yoktur.",1,0.85,,https://unknown.local/132,unknown
133,"Büyük Patlama (Big Bang) teorisine göre evren, yaklaşık 13.8 milyar yıl önce tek bir noktadan genişlemeye başlamıştır.",1,0.85,,https://unknown.local/133,unknown
134,İstanbul'da trafik yoğunluğu sabah saatlerinde yüzde 70 seviyesine ulaştı.,1,0.85,,https://unknown.local/134,unknown
135,"Dünyanın en derin noktası, Büyük Okyanus'ta bulunan ve 11 kilometre derinliğe sahip Mariana Çukuru'dur.,",1,0.85,,https://unknown.local/135,unknown
136,Ay'a hiçbir insan ayak basmamıştır 1969 yılındaki Apollo 11 görüntüleri tamamen Hollywood stüdyolarında gizlice çekilen bir kurgudur.,0,0.85,,https://unknown.local/136,unknown
137,"Mavi balinalar, yeryüzünde yaşamış olduğu bilinen en büyük hayvan türüdür.,",1,0.85,,https://unknown.local/137,unknown
138,"Meteoroloji Genel Müdürlüğü, Marmara Bölgesi için sağanak yağış uyarısı yaptı.",1,0.85,,https://unknown.local/138,unknown
139,"Platon, Antik Yunan felsefesinin en büyük düşünürlerinden ve Aristoteles'in hocasıdır.,",1,0.85,,https://unknown.local/139,unknown
140,"Japonya'da faaliyet gösteren maglev trenleri, mıknatıslar yardımıyla raylara değmeden saatte 600 kilometre hıza ulaşabilmektedir.",1,0.85,,https://unknown.local/140,unknown
141,"Türkiye Cumhuriyeti Merkez Bankası, ülkenin para politikasını yönetmek ve fiyat istikrarını sağlamakla görevli bağımsız bir kurumdur.",1,0.85,,https://unknown.local/141,unknown
142,"İnsan DNA'sının yaklaşık %99.9'u tüm insanlarda aynıdır, bizi farklı kılan şey o kalan binde birlik kısımdır.,",1,0.85,,https://unknown.local/142,unknown
143,"Türkiye'nin en yüksek dağı, 5.137 metre yüksekliğiyle Ağrı Dağı'dır.,",1,0.85,,https://unknown.local/143,unknown
144,"Güneş Sistemi'mize en yakın yıldız sistemi Alfa Centauri'dir.,",1,0.85,,https://unknown.local/144,unknown
145,Mavi balinaların kalbi yoktur dev bedenlerine kanı kuyruk çırpıntıları sonucu oluşan titreşimli dalga enerjisiyle pompalarlar.,0,0.85,,https://unknown.local/145,unknown
146,"DNA molekülü, çift sarmal yapıda olup adenin, timin, guanin ve sitozin adı verilen dört temel nükleotitten oluşur.,",1,0.85,,https://unknown.local/146,unknown
147,"Müslümanların kutsal kitabı Kur'an-ı Kerim, Hz. Muhammed'e vahiy yoluyla indirilmiştir.,",1,0.85,,https://unknown.local/147,unknown
148,"Mars gezegeni, yüzeyindeki yoğun demir oksit (pas) maddesi sebebiyle kızılımsı bir görünüme sahiptir.",1,0.85,,https://unknown.local/148,unknown
149,"Milli sporcumuz, Avrupa Şampiyonası'nda altın madalya kazandı.",1,0.85,,https://unknown.local/149,unknown
150,"Oksijen, insan vücudunda enerji üretimi için hayati öneme sahip olan bir gazdır.",1,0.85,,https://unknown.local/150,unknown
151,"Samanyolu Galaksisi, Güneş sistemimizin de içinde bulunduğu devasa sarmal bir galaksidir.,",1,0.85,,https://unknown.local/151,unknown
152,"Antibiyotikler, bakteriyel enfeksiyonları tedavi etmekte kullanılır, ancak virüslere karşı herhangi bir etkisi yoktur.",1,0.85,,https://unknown.local/152,unknown
153,Türkiye Cumhuriyet Merkez Bankası faiz kararını yarın açıklayacak.,1,0.85,,https://unknown.local/153,unknown
154,"Birleşmiş Milletler (BM), II. Dünya Savaşı sonrasında dünya barışını ve güvenliğini sağlamak amacıyla kurulmuştur.,",1,0.85,,https://unknown.local/154,unknown
155,"Çita, karada yaşayan hayvanlar arasında en hızlı koşan canlıdır ve saatte 120 kilometre hıza ulaşabilir.,",1,0.85,,https://unknown.local/155,unknown
156,"Mustafa Kemal Atatürk, 19 Mayıs 1919'da Samsun'a çıkarak Milli Mücadele'yi başlatmış ve Türk milletinin bağımsızlık savaşının meşalesini yakmıştır.",1,0.85,,https://unknown.local/156,unknown
157,"Dünyanın en uzun nehri olan Nil Nehri, Afrika kıtasında yer alır ve Akdeniz'e dökülür.,",1,0.85,,https://unknown.local/157,unknown
158,"Yaz mevsimi, Kuzey Yarımküre'de Güneş ışınlarının yeryüzüne daha dik bir açıyla geldiği aylarda yaşanır.",1,0.85,,https://unknown.local/158,unknown
159,"Ay'a ilk ayak basan insan, 1969 yılındaki Apollo 11 göreviyle ABD'li astronot Neil Armstrong olmuştur.",1,0.85,,https://unknown.local/159,unknown
160,"İnsan DNA'sının yaklaşık %99.9'u tüm insanlarda aynıdır, bizi farklı kılan şey o kalan binde birlik kısımdır.",1,0.85,,https://unknown.local/160,unknown
161,"Satürn gezegeni, çevresindeki buz ve kaya parçalarından oluşan muhteşem halka sistemi ile bilinir.",1,0.85,,https://unknown.local/161,unknown
162,"Dünyanın en derin noktası, Büyük Okyanus'ta bulunan ve 11 kilometre derinliğe sahip Mariana Çukuru'dur.",1,0.85,,https://unknown.local/162,unknown
163,"Kuşların kemikleri, ağırlıklarını hafifletip uçmalarını kolaylaştırmak için içi boş peteksi bir yapıya sahiptir.,",1,0.85,,https://unknown.local/163,unknown
164,"Osmanlı İmparatorluğu, 1453 yılında Fatih Sultan Mehmed önderliğinde İstanbul'u fethederek Bizans'a son vermiştir.,",1,0.85,,https://unknown.local/164,unknown
