claim_id,source_type,is_web,claim_date,doc_date_raw,doc_date,diff_days,is_dated_window,is_post_claim,is_post_t7,gold_verdict,final_verdict,is_correct,source_url
FACTURK-0038,web,True,2025-05-20T00:00:00+00:00,"Wed, 05 Oct 2022 07:00:00 GMT",2022-10-05T07:00:00+00:00,-957.71,False,False,False,DOĞRU,DOĞRU,True,https://www.aydinlik.com.tr/fotogaleri/izmire-onunla-girdi-ataturkun-kilicinin-sirri-timur-ile-iliskisi-343292
FACTURK-0040,web,True,2023-11-14T00:00:00+00:00,"Thu, 28 Jun 2018 22:51:50 GMT",2018-06-28T22:51:50+00:00,-1964.05,False,False,False,DOĞRU,YALAN,False,https://www.risalehaber.com/hayvanlar-aleminde-allahin-seffaf-eserleri-678g.htm
FACTURK-0041,web,True,2018-11-23T00:00:00+00:00,"Wed, 02 Oct 2024 07:00:00 GMT",2024-10-02T07:00:00+00:00,2140.29,False,True,True,DOĞRU,DOĞRU,True,https://www.tele1.com.tr/erdogan-kavalayla-ayni-masada
FACTURK-0042,web,True,2025-03-16T00:00:00+00:00,"Fri, 03 Aug 2018 09:04:27 GMT",2018-08-03T09:04:27+00:00,-2416.62,False,False,False,YALAN,DOĞRU,False,https://www.showtv.com.tr/show-ozel-haber/35-saat-oruc-tutuyorlar-188071
FACTURK-0043,web,True,2022-06-13T14:05:41+00:00,"Thu, 21 Apr 2022 07:00:00 GMT",2022-04-21T07:00:00+00:00,-53.3,False,False,False,YALAN,YALAN,True,https://tr.euronews.com/2022/04/21/rusya-n-n-ele-gecirdigi-mariupol-un-stratejik-onemi-ukrayna-n-n-azak-k-y-s-nda-sehri-kalma
FACTURK-0044,local,False,2022-03-01T13:53:39+00:00,,,,True,False,False,YALAN,YALAN,True,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection
FACTURK-0046,local,False,2018-12-20T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0048,local,False,2022-10-12T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0049,web,True,2026-02-05T00:00:00+00:00,"Thu, 05 Feb 2026 08:00:00 GMT",2026-02-05T08:00:00+00:00,0.33,True,True,False,DOĞRU,DOĞRU,True,https://www.mepanews.com/epstein-ile-muhammed-bin-selmanin-fotografi-ortaya-cikti-76178h.htm
FACTURK-0051,local,False,2021-06-27T00:00:00+00:00,,,,True,False,False,YALAN,DOĞRU,False,https://TeyitOrg-False
FACTURK-0053,web,True,2025-03-18T11:40:20+00:00,"Mon, 17 Mar 2025 07:00:00 GMT",2025-03-17T07:00:00+00:00,-1.19,True,False,False,DOĞRU,DOĞRU,True,https://trf1.net/formula-1/hurriyet-gazetesi-f1-avustralya-gp-haberiyle-sinifta-kaldi/17653/
FACTURK-0055,web,True,2021-07-27T14:56:48+00:00,"Sun, 18 Jul 2021 07:00:00 GMT",2021-07-18T07:00:00+00:00,-9.33,False,False,False,DOĞRU,DOĞRU,True,https://www.sozcu.com.tr/turkiyenin-en-buyuk-ciftci-kurulusundan-rekor-borc-wp6545938
FACTURK-0056,web,True,2016-06-21T19:28:05+00:00,"Tue, 21 Jun 2016 07:00:00 GMT",2016-06-21T07:00:00+00:00,-0.52,True,False,False,YALAN,YALAN,True,https://arkeofili.com/ankarada-augustus-tapinagi-yakinindaki-sur-duvari-yikildi/
FACTURK-0059,local,False,2020-08-08T11:06:55+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0060,local,False,2020-08-04T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0065,local,False,2018-06-24T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0067,local,False,2022-06-17T21:00:23+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0069,local,False,2018-08-21T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0071,web,True,2023-02-08T09:12:30+00:00,"Thu, 09 Feb 2023 16:09:14 GMT",2023-02-09T16:09:14+00:00,1.29,True,True,False,YALAN,YALAN,True,https://www.aa.com.tr/tr/teyithatti/aktuel/fotog%CC%86raflarin-kahramanmaras%CC%A7in-depremden-o%CC%88ncesini-ve-sonrasini-go%CC%88sterdig%CC%86i-iddiasi/1815331
FACTURK-0074,web,True,2021-06-23T15:16:43+00:00,"Fri, 09 Oct 2020 07:00:00 GMT",2020-10-09T07:00:00+00:00,-257.34,False,False,False,DOĞRU,DOĞRU,True,"https://www.ntv.com.tr/sanat/galeri-matrix-yapimcilari-yesil-kod-icin-ortaya-atilan-iddiayi-dogruladi,ZrJ3JtITf0i-EEFlc4PNmA"
FACTURK-0075,web,True,2023-06-15T00:00:00+00:00,"Tue, 05 Mar 2019 08:00:00 GMT",2019-03-05T08:00:00+00:00,-1562.67,False,False,False,YALAN,DOĞRU,False,https://www.yenisafak.com/teknoloji/gps-takilan-kartalin-20-yillik-yol-haritasi-cikarildi-3449780
FACTURK-0076,local,False,2021-02-15T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0079,web,True,2023-12-21T00:00:00+00:00,"Fri, 23 Oct 2020 07:00:00 GMT",2020-10-23T07:00:00+00:00,-1153.71,False,False,False,YALAN,YALAN,True,https://eksiseyler.com/ilginc-gorunusuyle-temel-reis-karakterine-ilham-veren-barmen-frank-fiegel
FACTURK-0081,local,False,2023-08-21T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-False
FACTURK-0086,web,True,2020-12-17T11:46:36+00:00,"Tue, 08 Dec 2020 08:00:00 GMT",2020-12-08T08:00:00+00:00,-9.16,False,False,False,DOĞRU,DOĞRU,True,https://www.ozyalvac.com/turkiyede-bir-ilk-tuzlukcuda-asgari-ucret-4-500-lira.html
FACTURK-0087,web,True,2024-02-29T00:00:00+00:00,"Wed, 28 Feb 2024 08:00:00 GMT",2024-02-28T08:00:00+00:00,-0.67,True,False,False,DOĞRU,YALAN,False,https://www.technopat.net/2024/02/28/tasarim-ve-cizim-icin-birebir-lenovo-transparan-ekranli-laptop-mwc-2024-5/
FACTURK-0089,local,False,2019-12-24T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0090,web,True,2017-09-08T09:14:15+00:00,"Tue, 27 May 2025 07:00:00 GMT",2025-05-27T07:00:00+00:00,2817.91,False,True,True,YALAN,DOĞRU,False,https://www.yenisafak.com/galeri/ozgun/tcdd-iskur-uzerinden-140-tren-makinisti-alacak-tcdd-makinist-kursiyeri-alimi-basvuru-sartlari-neler-basvurular-nasil-ne-zaman-yapilacak-4711586
FACTURK-0091,local,False,2020-06-14T00:00:00+00:00,,,,True,False,False,DOĞRU,YALAN,False,https://TeyitOrg-True
FACTURK-0094,web,True,2019-06-11T00:00:00+00:00,"Sat, 04 Oct 2025 07:00:00 GMT",2025-10-04T07:00:00+00:00,2307.29,False,True,True,YALAN,YALAN,True,https://cukurovagazetesi.com/omer-tayyip-erdogan-kimdir-omer-tayyip-erdogan-kimin-oglu-babasi-kim
FACTURK-0095,web,True,2019-04-07T00:00:00+00:00,"Tue, 09 Apr 2019 07:00:00 GMT",2019-04-09T07:00:00+00:00,2.29,True,True,False,DOĞRU,YALAN,False,https://www.internethaber.com/a-habere-secim-analisti-olarak-baglanmisti-kenan-demir-ilk-kez-konustu-foto-galerisi-2013398.htm
FACTURK-0098,web,True,2021-02-04T14:02:47+00:00,"Wed, 08 May 2024 07:00:00 GMT",2024-05-08T07:00:00+00:00,1188.71,False,True,True,YALAN,DOĞRU,False,https://www.aa.com.tr/tr/teyithatti/aktuel/fotograftaki-evler-suriyeliler-icin-insa-edildi-iddiasi/1817723
FACTURK-0102,web,True,,"Sun, 04 Sep 2022 07:00:00 GMT",2022-09-04T07:00:00+00:00,,False,False,False,YALAN,DOĞRU,False,https://www.yeniasir.com.tr/yasam/2022/09/04/bill-gatesin-sivrisinek-paylasimi-panik-yaratti
FACTURK-0103,web,True,2023-01-25T00:00:00+00:00,"Sat, 21 Feb 2026 08:00:00 GMT",2026-02-21T08:00:00+00:00,1123.33,False,True,True,YALAN,YALAN,True,https://onedio.com/haber/2026-kis-olimpiyatlari-nda-buz-pateni-gosterisini-kaydeden-kameramanin-performansi-begeni-topladi-1343873
FACTURK-0104,local,False,2017-11-24T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0105,web,True,2016-12-05T00:00:00+00:00,"Sat, 03 Dec 2016 08:00:00 GMT",2016-12-03T08:00:00+00:00,-1.67,True,False,False,DOĞRU,DOĞRU,True,"https://www.ntv.com.tr/dunya/turkler-ganada-sahte-abd-buyukelciligi-acti,LCyihOXJd0a54SldVdMcXQ"
FACTURK-0106,local,False,2020-07-09T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0108,local,False,2019-04-25T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0109,web,True,2022-05-29T00:00:00+00:00,"Thu, 31 May 2018 07:00:00 GMT",2018-05-31T07:00:00+00:00,-1458.71,False,False,False,YALAN,YALAN,True,https://www.cnnturk.com/turkiye/sisli-etfal-seyrantepe-ve-sariyere-tasiniyor-811680
FACTURK-0110,web,True,2023-02-13T07:00:15+00:00,"Wed, 08 Feb 2023 08:00:00 GMT",2023-02-08T08:00:00+00:00,-4.96,False,False,False,YALAN,YALAN,True,"https://t24.com.tr/gundem/turkiye-nin-milano-baskonsoloslugu-depremzedelere-yardim-icin-italyalilardan-diyanet-vakfi-na-bagis-yapmalarini-istedi,1090601"
FACTURK-0112,web,True,2022-10-25T13:26:15+00:00,"Sun, 23 Oct 2022 07:00:00 GMT",2022-10-23T07:00:00+00:00,-2.27,False,False,False,YALAN,DOĞRU,False,https://www.sozcu.com.tr/trende-cinsel-iliskiye-girdikleri-goruntuler-ortaya-cikti-polis-harekete-gecti-wp7436289
FACTURK-0113,local,False,2017-06-29T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0115,web,True,2023-09-11T00:00:00+00:00,"Sun, 10 Sep 2023 07:00:00 GMT",2023-09-10T07:00:00+00:00,-0.71,True,False,False,DOĞRU,DOĞRU,True,https://www.aa.com.tr/tr/teyithatti/aktuel/kilicdaroglunun-paylastigi-goruntude-eoka-fotografi-kullanildigi-iddiasi/1816530
FACTURK-0117,local,False,2021-02-03T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0118,web,True,2023-06-02T00:00:00+00:00,"Thu, 01 Jun 2023 07:00:00 GMT",2023-06-01T07:00:00+00:00,-0.71,True,False,False,DOĞRU,DOĞRU,True,https://www.cumhuriyet.com.tr/siyaset/yrpli-ali-yukselin-3-esinin-oldugu-ortaya-cikti-tbmmde-olmasi-suc-2086588
FACTURK-0124,local,False,2024-10-07T14:56:58+00:00,,,,True,False,False,YALAN,YALAN,True,https://teyit.org/analiz/meksikada-israil-buyukelciligine-yapilan-saldiriyi-gosteren-video-guncel-mi
FACTURK-0125,local,False,2020-07-15T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0126,local,False,2021-05-25T15:40:14+00:00,,,,True,False,False,DOĞRU,YALAN,False,https://www.diken.com.tr
FACTURK-0127,web,True,2021-06-02T00:00:00+00:00,"Sun, 29 Mar 2026 07:00:00 GMT",2026-03-29T07:00:00+00:00,1761.29,False,True,True,YALAN,YALAN,True,https://ankahaber.net/haber/detay/chpnin_benim_adim_ozgurluk_sanatin_sozun_ve_ozgurlugun_bulusmasi_programiozgur_celik_korku_duvarlari_yikilmistir_301444
FACTURK-0131,web,True,2025-09-19T16:20:26+00:00,"Wed, 17 Sep 2025 07:00:00 GMT",2025-09-17T07:00:00+00:00,-2.39,False,False,False,DOĞRU,YALAN,False,https://www.ozgurpolitika.com/haberi-700-milyon-euroluk-silah-anlasmasi-iptal-204668
FACTURK-0132,web,True,2020-11-04T00:00:00+00:00,"Sun, 08 Nov 2020 08:00:00 GMT",2020-11-08T08:00:00+00:00,4.33,True,True,False,YALAN,YALAN,True,https://www.yenicaggazetesi.com/erdogan-erzincan-depremi-dedi-yilmaz-ozdil-bir-vagon-dolusu-mahkumla-seyahat-eden-ismet-inonuyu-yazdi-313918h.htm
FACTURK-0134,web,True,2024-11-22T00:00:00+00:00,"Sun, 17 Nov 2024 08:00:00 GMT",2024-11-17T08:00:00+00:00,-4.67,False,False,False,DOĞRU,YALAN,False,"https://www.ntv.com.tr/teknoloji/galeri-bilim-insanlarindan-kritik-aciklama-manyetik-kuzey-kutbu-hizla-rusyaya-dogru-ilerliyor,FXikj135kUaPOTakddwdBA"
FACTURK-0135,web,True,2023-06-26T00:00:00+00:00,"Sat, 20 Jun 2026 07:00:00 GMT",2026-06-20T07:00:00+00:00,1090.29,False,True,True,DOĞRU,YALAN,False,https://www.egealternatif.com/haber/cin-de-sira-disi-mimari-kunshan-piramidi-tamamlandi_79640/
FACTURK-0136,local,False,2017-06-01T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0138,web,True,2020-03-21T18:45:20+00:00,"Thu, 20 Apr 2017 07:00:00 GMT",2017-04-20T07:00:00+00:00,-1066.49,False,False,False,YALAN,YALAN,True,https://www.haberler.com/guncel/fransa-ilac-guvenligi-ulusal-ajansindan-epilepsi-9524241-haberi/
FACTURK-0143,local,False,2018-06-23T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0152,web,True,2023-08-17T00:00:00+00:00,"Thu, 17 Aug 2023 07:00:00 GMT",2023-08-17T07:00:00+00:00,0.29,True,True,False,YALAN,YALAN,True,https://www.aydinlik.com.tr/haber/24-yil-once-17-agustosta-duyulan-o-ses-hala-yureklerde-sesimi-duyan-var-mi-411958
FACTURK-0155,web,True,2025-05-23T00:00:00+00:00,"Mon, 13 Sep 2021 07:00:00 GMT",2021-09-13T07:00:00+00:00,-1347.71,False,False,False,DOĞRU,DOĞRU,True,https://www.haberler.com/fuhus-operasyonunda-veresiye-defteri-bulundu-14391898-haberi/
FACTURK-0156,web,True,2022-08-01T16:19:29+00:00,"Tue, 02 Aug 2022 07:00:00 GMT",2022-08-02T07:00:00+00:00,0.61,True,True,False,YALAN,YALAN,True,https://www.trthaber.com/haber/dunya/rusya-abd-yapimi-6-himars-topcu-roket-sistemi-imha-edildi-698819.html
FACTURK-0159,local,False,2022-07-01T11:26:26+00:00,,,,True,False,False,YALAN,DOĞRU,False,https://TeyitOrg-False
FACTURK-0160,local,False,2023-09-07T00:00:00+00:00,,,,True,False,False,DOĞRU,YALAN,False,https://twitter.com/limon/status/1.00179E+18
FACTURK-0162,web,True,2019-05-07T00:00:00+00:00,"Wed, 08 May 2019 07:00:00 GMT",2019-05-08T07:00:00+00:00,1.29,True,True,False,DOĞRU,DOĞRU,True,https://indigodergisi.com/2019/05/meb-almanca-ders-kitaplarina-basortu-photoshopu/
FACTURK-0164,web,True,2021-02-13T00:00:00+00:00,"Thu, 11 Feb 2021 08:00:00 GMT",2021-02-11T08:00:00+00:00,-1.67,True,False,False,YALAN,YALAN,True,https://www.sabah.com.tr/kultur-sanat/2021/02/11/kedi-miyavlamasini-hicaz-duyan-adam
FACTURK-0165,local,False,2021-11-18T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://twitter.com/limon/status/8.32492E+17
FACTURK-0166,web,True,2022-01-24T11:28:31+00:00,"Fri, 14 Jan 2022 08:00:00 GMT",2022-01-14T08:00:00+00:00,-10.14,False,False,False,DOĞRU,YALAN,False,https://onedio.com/haber/kagit-ithalatina-yilda-3-5-milyar-tl-harcanirken-seka-yi-yikip-yerine-stat-yapma-hikayesi-1034988
FACTURK-0167,local,False,2023-09-26T15:40:59+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0168,local,False,2023-05-03T10:43:54+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0170,web,True,2024-05-16T00:00:00+00:00,"Tue, 01 Sep 2020 07:00:00 GMT",2020-09-01T07:00:00+00:00,-1352.71,False,False,False,YALAN,YALAN,True,https://www.edebiyathaber.net/cemal-sureya-yeniden-can-yayinlarinda/
FACTURK-0174,local,False,2023-02-14T12:23:26+00:00,,,,True,False,False,YALAN,DOĞRU,False,https://TeyitOrg-False
FACTURK-0177,local,False,2020-11-10T00:00:00+00:00,,,,True,False,False,YALAN,DOĞRU,False,https://TeyitOrg-False
FACTURK-0179,local,False,2023-01-10T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0181,local,False,2016-01-14T19:16:53+00:00,,,,True,False,False,YALAN,YALAN,True,https://twitter.com/limon/status/8.67762E+17
FACTURK-0184,web,True,2022-12-14T15:59:42+00:00,"Tue, 13 Dec 2022 08:00:00 GMT",2022-12-13T08:00:00+00:00,-1.33,True,False,False,DOĞRU,DOĞRU,True,https://www.diken.com.tr/babacandan-burs-ve-kredi-tablosu-her-ay-genclerin-cebinden-alinan-80-dolar-nerede/
FACTURK-0186,local,False,2026-02-20T12:06:05+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-False
FACTURK-0187,web,True,2021-08-10T10:22:49+00:00,"Sun, 08 Aug 2021 07:00:00 GMT",2021-08-08T07:00:00+00:00,-2.14,False,False,False,DOĞRU,YALAN,False,https://karadenizgazete.com.tr/gundem/dunyanin-en-buyuk-yangin-sondurme-ucagi-boeing-747-cumhurbaskani-erdoganda-da-var/336600
FACTURK-0193,web,True,,"Fri, 06 Feb 2026 08:00:00 GMT",2026-02-06T08:00:00+00:00,,False,False,False,DOĞRU,DOĞRU,True,https://www.dw.com/tr/trump-%C4%B1rk%C3%A7%C4%B1-video-ile-obama-%C3%A7iftini-hedef-ald%C4%B1/a-75847782
FACTURK-0194,web,True,2023-06-20T00:00:00+00:00,"Fri, 23 Aug 2024 07:00:00 GMT",2024-08-23T07:00:00+00:00,430.29,False,True,True,DOĞRU,DOĞRU,True,https://www.capital.com.tr/is-dunyasi/arastirmalar/zombi-tehdidi-buyuyor
FACTURK-0198,local,False,2023-02-20T12:55:12+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-False
FACTURK-0199,web,True,2021-05-24T17:08:00+00:00,"Wed, 10 Sep 2025 07:00:00 GMT",2025-09-10T07:00:00+00:00,1569.58,False,True,True,DOĞRU,YALAN,False,https://www.canakkalekalem.com/sag-tarafa-yatmak-kalbe-zararli-mi-bilim-ve-hadisler-ne-diyor/153569
FACTURK-0201,local,False,2017-01-24T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0202,web,True,2023-02-17T00:00:00+00:00,"Thu, 16 Feb 2023 08:00:00 GMT",2023-02-16T08:00:00+00:00,-0.67,True,False,False,DOĞRU,DOĞRU,True,https://yurtsever.org.tr/2023/cengiz-holdinge-yuzde-100-vergi-indirimi-gumruk-muafiyeti-sigorta-ve-personel-destegi-506200/
FACTURK-0203,local,False,2019-01-08T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0204,web,True,2025-12-10T14:25:01+00:00,"Mon, 08 Dec 2025 08:00:00 GMT",2025-12-08T08:00:00+00:00,-2.27,False,False,False,DOĞRU,DOĞRU,True,https://www.sozcu.com.tr/erkeklerin-nesli-tukeniyor-biyolog-tamamen-yok-olacaklar-diyerek-tarih-verdi-p268416
FACTURK-0206,local,False,2019-06-01T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0208,local,False,2017-08-15T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0209,local,False,2019-03-08T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://twitter.com/limon/status/1.10439E+18
FACTURK-0210,local,False,2026-03-06T16:55:29+00:00,,,,True,False,False,YALAN,DOĞRU,False,https://TeyitOrg-False
FACTURK-0213,web,True,2025-01-31T10:48:39+00:00,"Fri, 07 Feb 2025 08:00:00 GMT",2025-02-07T08:00:00+00:00,6.88,True,True,False,DOĞRU,YALAN,False,https://fikirturu.com/jeo-politika/trumpin-gazzeyi-isgal-planinin-ardinda/
FACTURK-0215,web,True,2022-11-21T16:12:35+00:00,"Thu, 27 Oct 2022 07:00:00 GMT",2022-10-27T07:00:00+00:00,-25.38,False,False,False,DOĞRU,DOĞRU,True,https://www.gazeteduvar.com.tr/ak-partili-taskesenlioglu-afrikada-bakir-madenlerim-var-haber-1586657
FACTURK-0218,web,True,2021-10-24T00:00:00+00:00,"Sat, 12 Oct 2024 07:00:00 GMT",2024-10-12T07:00:00+00:00,1084.29,False,True,True,YALAN,YALAN,True,https://www.bitlispostasi.com/ahlat-ta-peygamber-devesi-goruldu
FACTURK-0223,local,False,2020-07-30T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0225,web,True,2022-04-21T00:00:00+00:00,"Thu, 12 Oct 2017 07:00:00 GMT",2017-10-12T07:00:00+00:00,-1651.71,False,False,False,YALAN,YALAN,True,https://www.sabah.com.tr/galeri/yasam/sevgiliye-ask-mesajlari-2017-en-guzel-ask-sozleri
FACTURK-0232,local,False,2018-09-13T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0236,local,False,2020-07-27T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0238,web,True,2023-06-14T00:00:00+00:00,"Mon, 19 Jun 2023 07:00:00 GMT",2023-06-19T07:00:00+00:00,5.29,True,True,False,DOĞRU,DOĞRU,True,https://onedio.com/haber/hollanda-artan-cilt-kanseriyle-mucadele-etmek-icin-halka-ucretsiz-gunes-kremi-dagitacak-1155734
FACTURK-0240,local,False,2021-01-10T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection
FACTURK-0242,web,True,2019-01-21T17:52:53+00:00,"Sat, 19 Jan 2019 08:00:00 GMT",2019-01-19T08:00:00+00:00,-2.41,False,False,False,YALAN,YALAN,True,https://www.gunes.com/gundem/iran-turk-hesabinin-oltasina-dustu-polat-alemdari-munbic-saldirisinin-sorumlusu-gosterdi-946873
FACTURK-0245,local,False,2023-01-17T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0247,local,False,2023-03-28T13:47:33+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0248,web,True,2016-07-13T00:00:00+00:00,"Wed, 13 Jul 2016 07:00:00 GMT",2016-07-13T07:00:00+00:00,0.29,True,True,False,YALAN,DOĞRU,False,https://bianet.org/haber/pokemon-ararken-karsimiza-cikan-yalan-haberler-176675
FACTURK-0249,local,False,2017-02-08T00:00:00+00:00,,,,True,False,False,DOĞRU,DOĞRU,True,https://TeyitOrg-True
FACTURK-0252,local,False,2019-01-30T00:00:00+00:00,,,,True,False,False,YALAN,YALAN,True,https://TeyitOrg-False
FACTURK-0256,local,False,2022-06-28T11:41:10+00:00,,,,True,False,False,YALAN,YALAN,True,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection
