claim_id,annotator_pseudo_id,decision,timestamp,guideline_version
G0037,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0038,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0038,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0038,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0039,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0039,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0039,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0040,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0040,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0040,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0041,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0041,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0041,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0042,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0042,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0042,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0043,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0043,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0043,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0044,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0044,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0044,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0045,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0045,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0045,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0046,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0046,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0046,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0047,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0047,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0047,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0048,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0048,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0048,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0049,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0049,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0049,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0050,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0050,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0050,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0051,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0051,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0051,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0052,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0052,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0052,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0053,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0053,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0053,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0054,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0054,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0054,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0055,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0055,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0055,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0056,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0056,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0056,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0057,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0057,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0057,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0058,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0058,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0058,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0059,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0059,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0059,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0060,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0060,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0060,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0061,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0061,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0061,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0062,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0062,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0062,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0063,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0063,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0063,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0064,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0064,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0064,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0065,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0065,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0065,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0066,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0066,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0066,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0067,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0067,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0067,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0068,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0068,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0068,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0069,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0069,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0069,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0070,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0070,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0070,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0071,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0071,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0071,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0072,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0072,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0072,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0073,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0073,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0073,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0074,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0074,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0074,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0075,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0075,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0075,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0076,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0076,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0076,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0077,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0077,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0077,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0078,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0078,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0078,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0079,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0079,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0079,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0080,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0080,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0080,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0081,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0081,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0081,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0082,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0082,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0082,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0083,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0083,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0083,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0084,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0084,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0084,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0085,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0085,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0085,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0086,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0086,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0086,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0087,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0087,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0087,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0088,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0088,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0088,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0089,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0089,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0089,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0090,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0090,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0090,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0091,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0091,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0091,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0092,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0092,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0092,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0093,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0093,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0093,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0094,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0094,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0094,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0095,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0095,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0095,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0096,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0096,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0096,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0097,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0097,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0097,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0098,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0098,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0098,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0099,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0099,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0099,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0100,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0100,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0100,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0101,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0101,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0101,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0102,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0102,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0102,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0103,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0103,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0103,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0104,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0104,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0104,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0105,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0105,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0105,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0106,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0106,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0106,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0107,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0107,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0107,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0108,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0108,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0108,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0109,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0109,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0109,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0110,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0110,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0110,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0111,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0111,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0111,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0112,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0112,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0112,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0113,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0113,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0113,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0114,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0114,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0114,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0115,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0115,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0115,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0116,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0116,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0116,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0117,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0117,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0117,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0118,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0118,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0118,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0119,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0119,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0119,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0120,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0120,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0120,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0121,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0121,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0121,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0122,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0122,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0122,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0123,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0123,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0123,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0124,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0124,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0124,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0125,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0125,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0125,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0126,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0126,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0126,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0127,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0127,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0127,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0128,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0128,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0128,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0129,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0129,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0129,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0130,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0130,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0130,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0131,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0131,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0131,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0132,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0132,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0132,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0133,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0133,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0133,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0134,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0134,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0134,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0135,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0135,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0135,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0136,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0136,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0136,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0137,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0137,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0137,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0138,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0138,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0138,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0139,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0139,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0139,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0140,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0140,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0140,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0141,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0141,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0141,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0142,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0142,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0142,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0143,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0143,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0143,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0144,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0144,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0144,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0145,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0145,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0145,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0146,A1,1,2026-09-01T10:00:00+00:00,v1.0
G0146,A2,1,2026-09-01T10:00:00+00:00,v1.0
G0146,A3,1,2026-09-01T10:00:00+00:00,v1.0
G0147,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0147,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0147,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0148,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0148,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0148,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0149,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0149,A2,0,2026-09-01T10:00:00+00:00,v1.0
G0149,A3,0,2026-09-01T10:00:00+00:00,v1.0
G0150,A1,0,2026-09-01T10:00:00+00:00,v1.0
G0150,A2,0,2026-09-01T10:00:00+00:00,v1.0
