id,text,label,authority,publisher,source_url,label_provenance,is_factchecking_site
30358,"Vietnam’da Evde Beslenen Dev Pitonun Küçük Kızı Yuttuğu İddiası. Dev piton yılanları evinde bulanlara, metrelerce uzunluktaki yılanları evinde besleyen insanlara, bu yılanlarla evin bir ferdiymiş gibi eğlenenlere rastlanabiliyor. Dev yılanlar tarafından yenilenlere de… Dev yılan tarafından yenilmeye çalışılan insanlara dair şehir efsaneleri de mevcut. Bu tip içerikler ve iddialar da sosyal medya platformlarında ilgiyle karşılanıyor. Bu durumdan istifade etmek isteyen profiller de gerçek görüntüleri [...] Vietnam’da Evde Beslenen Dev Pitonun Küçük Kızı Yuttuğu İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/piton-yuttu/,rss_factcheck_publisher_attributed,True
30359,"Aziz Sancar’a Yanlışlıkla İzafe Edilen “Zekâ” Temalı Eleştirel Söz. Nobel ödüllü bilim insanımız Prof. Dr. Aziz Sancar’a izafe edilen bazı asılsız vecizelere daha önce değinmiştik. “Türk ulusunun en büyük yanlışı, Arap kültürünü din zannetmesidir.“, “Kızlar okuyun. Okumazsanız, kolunuza takılan üç bilezik, kocanızın ömür boyu ödeyeceği salon takımıyla övünen, çeyizi dünyadaki en değerli eşya sanan bireyler olursunuz. Dışarıda nehir gibi akan bir hayat varken, [...] Aziz Sancar’a Yanlışlıkla İzafe Edilen “Zekâ” Temalı Eleştirel Söz yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/zeka/,rss_factcheck_publisher_attributed,True
30360,"Gök Kubbeyi Delme Testine Ait Olduğu Uydurulan Roket İzi. Videodaki görüntü, roket egzoz gazlarının üst atmosferde yayılıp güneş ışığıyla aydınlanması sonucu oluşan “uzay denizanası” fenomeni     İnsanoğlu bilimin ve teknolojinin geldiği seviyeye rağmen absürt iddialara inanmayı sürdürebiliyor. Bilimsel açıklaması mevcut olan görüntüleri -gerçek arka planıyla aktarılmasına rağmen- bağlamından koparıp uydurma iddialarla paylaşabiliyor.   Çin Halk Cumhuriyeti tarafından uzaya fırlatılan roketin “gök kubbeyi” aşmaya çalıştığı; [...] Gök Kubbeyi Delme Testine Ait Olduğu Uydurulan Roket İzi yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/roket-izi/,rss_factcheck_publisher_attributed,True
30361,"Petri Kabındaki Nöronların Sinaptik Bağlantı Oluşturma Görüntüsü. Laboratuvar ortamında petri kabındaki nöronun gelişiminin gerçek görüntüsü üzerinden yapay zekâ aracıyla hazırlanan video, öğrenme anında beyinde olanların birebir kaydı değil.     Laboratuvar ortamında kültüre edilmiş nöronların büyüme konileri aracılığıyla birbirine uzanmasını gösteren görüntüler sosyal medyada ilgi çekiyor.   Petri kabında nöronların uzantılarıyla birbirine bağlandığı anı gösteren hızlandırılmış mikroskop kaydı, “beyinde yeni bir bilginin [...] Petri Kabındaki Nöronların Sinaptik Bağlantı Oluşturma Görüntüsü yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/noron/,rss_factcheck_publisher_attributed,True
30362,"Ardahan’da Kazıda Bulunduğu Sanılan Balballarla İlgili Paranormal Kurgu. Ardahan’da kazı sırasında bulunan 3000 yıllık Göktürk balbalının elinde kadeh tuttuğu ve paranormal hareketler yaptığı iddiasıyla sosyal medyada bir video paylaşıldı.   Ardahan’da tarihî bir kazı sonrası 3000 yıllık bir Göktürk Mezar taşı bulunduğu, elinde kadeh bulunan balbalın hareket ettiği iddiasıyla paylaşılan görüntü, Paranormal Gerçekler adlı TikTok hesabının kurgusu.https://t.co/B6t1QDuTx0#balbal #göktürk pic.twitter.com/90SR2lhicn — Malumatfuruş (@malumatfurusorg) [...] Ardahan’da Kazıda Bulunduğu Sanılan Balballarla İlgili Paranormal Kurgu yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/balbal/,rss_factcheck_publisher_attributed,True
30363,"3 Yaşındaki Çocuğuna Tekme Atan Babanın Görüntüsü. Bir babanın sokakta ağlayan 3 yaşındaki kızına tekme attığı anın güvenlik kamera kaydı sosyal medyada tepkiyle karşılandı.   Üç yaşındaki bir kız çocuğu ve beş yaşındaki biraz daha büyük bir erkek çocuğuyla birlikte kaldırımda yürürken aniden durup hızlı ve orantısız bir hareketle kız çocuğuna tekme attığı, küçük çocuğun da anında dengesini kaybedip beton zemine düştüğü [...] 3 Yaşındaki Çocuğuna Tekme Atan Babanın Görüntüsü yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/cocuguna-tekme-atan-baba/,rss_factcheck_publisher_attributed,True
30364,"Atatürk’ü Ankara’ya Gelişinde İngiliz Askerlerinin Karşıladığı İddiası. Ankara’da 27 Aralık 1919 günü Atatürk’ü iki tabur İngiliz askerinin karşıladığı iddiası, dönemin askerî arşiv belgeleriyle ve tanıklıkla uyuşmuyor. Mustafa Kemal Paşa ve Heyet-i Temsiliye Ankara’ya gelmeden yaklaşık 7 ay önce İngiliz bölüklerin Ankara’dan 21 ve 22 Mayıs 1919 tarihlerinde ayrıldığı, geride yalnız temsilci ve demiryolu denetçisi olarak Vitol (Whittall) kardeşler olarak bilinen Hugh McKinley [...] Atatürk’ü Ankara’ya Gelişinde İngiliz Askerlerinin Karşıladığı İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/ataturk-ingiliz-askeri/,rss_factcheck_publisher_attributed,True
30365,"Down Sendromlu Modellere Ait Olduğu İddiasıyla Paylaşılan Yapay Zekâ Aracıyla Hazırlanan Görseller. Bilinen down sendromlu modeller arasında Madeline Stuart ve Sofia Jirau gibi isimler öne çıkıyor. Gerçek down sendromlu modeller mevcut olmasına rağmen sosyal medya platformlarında yapay zekâ araçlarıyla hazırlanan görüntülerle down sendromlu insanlar üzerinden etkileşim kovalanıyor. Örneğin, “dünyanın en güzel down sendromlu modeli”ne ait olduğu iddiasıyla birtakım görseller sosyal medyada paylaşıldı.   ICON Medya (@iconmedyaa): [...] Down Sendromlu Modellere Ait Olduğu İddiasıyla Paylaşılan Yapay Zekâ Aracıyla Hazırlanan Görseller yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/down-sendromlu-model/,rss_factcheck_publisher_attributed,True
30366,"Nâzım Hikmet’e Ait Olduğu İddiasıyla Paylaşılan “Günaydın” Şiiri. Nâzım Hikmet’e ait olduğu iddiasıyla paylaşılan şiirleri geçmişte derlemiştik.   Nâzım Hikmet’e Ait Olduğu Sanılarak Paylaşılan Şiirler     Bugünkü konumuz, Nâzım Hikmet imzasıyla paylaşılan “Günaydın” konulu şiir.   “Günaydın Güneşi çiğnemeden yutan Evren, Sanada günaydın beynimin vızıltısı, Son cigaramın ateşi, külleri günaydın, Yeni yıllar, Doğum günleri, …Takvimde asılı duran günler, Aylar,yıllar zamanlar…. Hayatımızın [...] Nâzım Hikmet’e Ait Olduğu İddiasıyla Paylaşılan “Günaydın” Şiiri yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/gunaydin-siiri/,rss_factcheck_publisher_attributed,True
30367,Dersim Harekâtında Ordunun Zehirli Gaz Kullandığı İddiasıyla Paylaşılan Sahte Belge. Dersim Gazetesi’nde Mahsuni Gül ve Nesimi Aday imzasıyla yayımlanan Dışişleri Bakanlığı Türk Diplomatik Arşivi’nden 20 Ağustos 1938 tarihli belge Dersim’de 1937 ve 1938 yıllarında gerçekleştirilen askerî harekâtlar sırasında zehirli gaz kullanıldığının delili olarak sunuldu. 1937’de Almanya’dan yaklaşık 20 ton kimyasal savaş maddesi ile bunların bombalara doldurulması için otomatik tesisat alınmasına karar verildiğinin belirtildiği görülen [...] Dersim Harekâtında Ordunun Zehirli Gaz Kullandığı İddiasıyla Paylaşılan Sahte Belge yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.,1,0.97,malumatfurus.org,https://www.malumatfurus.org/dersim-harekati/,rss_factcheck_publisher_attributed,True
30368,Dev Dolu Yağışına Ait Sanılan Görüntü. Olağandan büyük ya da çok sayıda dolu tanelerinin görüldüğü videolar sosyal medyada vatandaşlar tarafından ilgiyle karşılanıyor. Bu durumun farkında olan içerik üreticileri de yapay zekâ araçlarıyla oluşturdukları görüntüleri ya da ilintisiz görüntüleri uydurdukları iddialarla yahut çarpıttıkları söylemlerle etkileşim için paylaşıyor. Bu durumun bir örneğine Hindistan’da karpuz büyüklüğünde dolu yağdığı ana ait olduğu iddiasıyla paylaşılan [...] Dev Dolu Yağışına Ait Sanılan Görüntü yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.,1,0.97,malumatfurus.org,https://www.malumatfurus.org/dolu/,rss_factcheck_publisher_attributed,True
30369,"Fevzi Çakmak’ın Atatürk’ün Sakarya Savaşı’na Katılmadığını Söylediği İddiası. Mareşal Fevzi Çakmak’ın Mustafa Kemal Atatürk’ün Sakarya Savaşı’na katılmadığına veya savaşı yönetmediğine dair hiçbir bir beyanı, resmî belgesi veya anısı yok!     Kurtuluş Savaşımızın önemli isimlerinden, ilk Genelkurmay Başkanımız Mareşal Fevzi Çakmak’ın Cumhuriyetimizin banisi Mustafa Kemal Atatürk’ün Türk tarihinin dönüm noktalarından biri olan Sakarya Meydan Muharebesi’nde elde edilen zaferde bir payının olmadığını söylediği sanılıyor. [...] Fevzi Çakmak’ın Atatürk’ün Sakarya Savaşı’na Katılmadığını Söylediği İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/fevzi-cakmak-sakarya-meydan-muharebesi/,rss_factcheck_publisher_attributed,True
30370,"“Abisi Vefat Ettikten Sonra Yengesiyle Evlenen Erkek Kardeş” Uydurması. Videonun Niğde’nin en zengin ağasının vefat eden abisinin emanetine sahip çıkmak için yengesiyle evlendiği ana ait olduğu iddiası uydurma     Levirat Nedir?  Levirat, kocası ölen bir kadının, ölen eşinin erkek kardeşiyle veya bazı toplumlarda kocasının başka bir erkek akrabasıyla evlendirilmesi ya da evlenmesidir. “Kayınbiraderle evlilik” veya “yenge-kayınbirader evliliği” için kullanılan bu kavram, Latince levir [...] “Abisi Vefat Ettikten Sonra Yengesiyle Evlenen Erkek Kardeş” Uydurması yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/olen-abisinin-karisiyla-evlenmek/,rss_factcheck_publisher_attributed,True
30371,"Atatürk’ün Cenazesinin 1953 Yılında İsrail’e Kaçırıldığı UYDURMAsı. Sosyal medyada “Atatürk’ün mezarının İsrail’e kaçırıldığı” ya da “Kudüs’te sembolik mezarı olduğu” iddiasıyla paylaşılan görsel, yapay zekâ aracıyla üretilmiş bir manipülasyondan ibaret.     Cumhuriyetimizin banisi Mustafa Kemal Atatürk’ün naaşının Anıtkabir’de değil İsrail’de medfun olduğu uydurulmuş.   ,,,,,kompetan,,,,, (@kompetan1453_1): “Mustafa Kemal Atatürk’ün Kudüs’teki Yahudi mezarlığında sembolik bir mezarı var…” Mustafa Kemal Atatürk’ün Kudüs’teki Yahudi mezarlığında [...] Atatürk’ün Cenazesinin 1953 Yılında İsrail’e Kaçırıldığı UYDURMAsı yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/ataturk-israil-mezar/,rss_factcheck_publisher_attributed,True
30372,"“Ben Bir Fahişeydim. Bedenimi Satmaya Başladım, Fiyatımı Kendim Belirledim” Alıntısı. Sıfır Noktasındaki Kadın adlı kitabın tanıtıldığı anlatı, son kısmı kesilerek, “Ben bir fahişeydim. Bedenimi satmaya başladım, fiyatımı kendim belirledim.” sözleri videodaki içerik üreticisine aitmiş gibi paylaşılmış.     Sosyal medya platformlarında bir video bir kadının fuhuşa sürüklenmesine ve yaşadığı istismara nasıl maruz kaldığını anlattığı iddiasıyla paylaşıldı.   Betül Palacı (betuldenkitapyorumlari) adlı içerik üreticisinin Sıfır Noktasındaki [...] “Ben Bir Fahişeydim. Bedenimi Satmaya Başladım, Fiyatımı Kendim Belirledim” Alıntısı yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/fahise/,rss_factcheck_publisher_attributed,True
30373,"Menüde İnek Eti Olduğunu Gören Hindistanlı Grubun Restoranda Kavga Çıkardığı İddiası. İngiltere’de bir fast food restoranında çıkan, kapıların ve pencerelerin kırıldığı görülen kavga sosyal medya platformlarında uydurulmuş bir iddiayla paylaşıldı.   Videodaki kavganın sebebinin İngiltere’deki Hindistanlı grubun menüde inek eti olduğunu görmesi olduğu iddiası doğrulanamıyor. Pakistanlı restoran sahibinin ve çalışanların, işletmeye inek etli yemek çıkardığı için saldıran Hintlileri darp edip restorandan kovaladığı iddiasıyla… pic.twitter.com/2JIM7vCr8O — [...] Menüde İnek Eti Olduğunu Gören Hindistanlı Grubun Restoranda Kavga Çıkardığı İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/restoranda-kavga/,rss_factcheck_publisher_attributed,True
30374,"Gurbetçi Türk Sürücüyü Durduran Fransız Polis Arasında Yaşandığı Sanılan “Temizlik” Temalı Diyalog. Fransa’da polisin trafikte durdurduğu Türk gurbetçi sürücü arasında “temizlik” konulu tartışma yaşandığı, polisin belgelerini kontrol ettikten sonra “Türk kebapçılarının hijyenik” olmadığını söylemesinin ardından Türk gurbetçinin polise, “parfümü Fransızların banyo yapmayı sevmediği ve kötü kokuyu gizlemek için ürettiklerini” ve Fransızların “temiz olmadığını” söylediği, bunun üzerine sinirlenen polisin, tek başına müdahale ederek sürücüyü kelepçeleyip polis merkezine [...] Gurbetçi Türk Sürücüyü Durduran Fransız Polis Arasında Yaşandığı Sanılan “Temizlik” Temalı Diyalog yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/gurbetci-polis/,rss_factcheck_publisher_attributed,True
30375,"Bir Kadının Kendisini Tatil Yerine Köye Götüren Kocasını Arabadan Attığı İddiası. Mizah için kurgu iddialar paylaşan sosyal medya hesaplarının içerikleri bazı haber hesaplarınca ve vatandaşlarca gerçek sanılıyor. Bu durumun son örneğini bazı sosyal medya hesaplarının gerçekmiş gibi aktardığı “Ankara’da bir kadın, tatile gidiyoruz diye köye götürmeye çalışan kocasını araçtan aşağı attı.” kurgusunda gözlemledik.   Haber Gölköy: “Kendisini tatil yerine köye götüren kocasını arabadan aşağı attı [...] Bir Kadının Kendisini Tatil Yerine Köye Götüren Kocasını Arabadan Attığı İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/kocasini-arabadan-atan-kadin/,rss_factcheck_publisher_attributed,True
30376,"Eski Pakistan Başbakanı İmran Han’ın Serbest Bırakıldığı İddiası. 2023’ten bu yana cezaevinde bulunan 73 yaşındaki eski Pakistan Başbakanı ve muhalefetteki Pakistan Adalet Hareketi (PTI) partisinin kurucusu İmran Han’ın (Khan) Cumhurbaşkanı Recep Tayyip Erdoğan’ın talebiyle serbest bırakıldığı asparagası servis edildi.   RUSEN Press (@RusenPress): “Pakistan Başbakanı Şahbaz Şerif: “Dostum Recep Tayyip Erdoğan’ın yoğun ısrarı üzerine Imran Khan serbest bırakıldı.” İmrah Han, isterse Türkiye’ye [...] Eski Pakistan Başbakanı İmran Han’ın Serbest Bırakıldığı İddiası yazısı ilk önce Malumatfuruş üzerinde ortaya çıktı.",1,0.97,malumatfurus.org,https://www.malumatfurus.org/imran-han/,rss_factcheck_publisher_attributed,True
30377,"Yunanistanda İsrailden alınacak Aşil Kalkanına tepkiler artıyor. Yunanistan'da yayımlanan Documento gazetesi, Aşil Kalkanı kapsamında öne çıkan çıkan “İsrail Havacılık ve Uzay Sanayii” isimli şirketle ilgili gerçekleri ortaya çıkarttı.

Gazete, şirketin Yunanistan'da geçtiğimiz yıllarda yaşanan yasa dışı dinleme skandalının merkezinde yer alan Predator casus yazılımını geliştiren Cytrox şirketiyle bağlantılarına işaret etti.

Aşil Kalkanı’nı geliştiren İsrailli devlet şirketinin, geçmişte Predator'ın geliştiricisi şirkete yatırım yaptığı iddia edildi.

""Avrupa İsrail’e yaptırım kararı alırken biz can çekişen Netanyahu ile ortaklık kuruyoruz""

Yunanistan’ın önde gelen gazetelerinden Kathimerini’de de İsrail’le yapılan anlaşmaya karşı sert bir eleştiri yer aldı. “Başta Fransa olmak üzere tüm Avrupalı ortaklarımız İsrail’e yaptırım kararı alırken, biz uluslararası alanda izole edilmiş, can çekişen Netanyahu ile ortaklık kuruyoruz.” ifadesine yer verildi.

""Tarihi utanç""

Yunan aktivist Yasonas Apostolopulos ise sosyal medya hesabından yaptığı paylaşımda, “Tarihi utanç” yorumunu yaptı.

Apostolopulos “Yunanistan, Gazze'de test edilmiş silahlar satın almak için İsrail'e 3 milyar euro verecek. Bundan böyle her bebeği öldüren bomba, her aileleri parçalayan füze, Yunan devletinin muhteşem imzasını taşıyacak. Yunanistan'ı bir soykırımın başlıca finansörlerinden birine dönüştürüyorsunuz ve tam da bu şekilde muamele görmelisiniz” ifadelerini kullandı.",1,0.93,trthaber.com,https://www.trthaber.com/haber/dunya/yunanistanda-israilden-alinacak-asil-kalkanina-tepkiler-artiyor-956710.html,rss_factcheck_publisher_attributed,False
30378,"Bakan Fidan: İsrail, Suriye'de istikrarsızlık istiyor. Dışişleri Bakanı Hakan Fidan, ""İsrail'in izlediği politikalar terörle mücadelede olumlu gidişatın önündeki en büyük engel. İsrail'in saldırıları ortak mücadeleye de zarar vermekte. İsrail saldırıları ile Suriye'yi istikrarsızlaştırmak istiyor"" ifadelerini kullandı.",1,0.93,trthaber.com,https://www.trthaber.com/haber/gundem/bakan-fidan-israil-suriyede-istikrarsizlik-istiyor-956709.html,rss_factcheck_publisher_attributed,False
30379,"Meteoroloji uyardı: Sıcaklıklar 8 dereceye kadar azalacak. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı Meteoroloji Genel Müdürlüğü Hava Tahmin Uzmanı Mehmet Özdemirci, bu hafta beklenen hava durumuna ilişkin değerlendirmelerde bulundu.

Yeni haftada yurt genelinde parçalı bulutlu havanın hakim olacağını, bazı bölgelerde sağanak ve gök gürültülü sağanak beklendiğini belirten Özdemirci, yarın Marmara'nın doğusu, Batı ve Orta Karadeniz ile Doğu Karadeniz kıyılarında gök gürültülü sağanak beklendiğini söyledi.

Özdemirci, Akdeniz'in iç kesimleri, özellikle Toroslar mevkisinde de yerel sağanakların görüleceğini kaydetti.

Salı günü Karadeniz kıyıları, Ardahan çevreleri ve Akdeniz'in iç kesimlerinde sağanak beklendiğini aktaran Özdemirci, çarşamba günü ise yağışlı alanların genişleyeceğini ifade etti.

Özdemirci, çarşamba günü Orta ve Doğu Karadeniz, İç Anadolu'nun doğusu, Doğu Akdeniz'in iç kesimleri, Isparta ve Burdur çevreleri ile Doğu Anadolu'nun kuzeyinde yağış görüleceğini söyledi.

Hava sıcaklıklarının halen yurt genelinde mevsim normallerinin üzerinde seyrettiğini belirten Özdemirci, ""Hafta başından itibaren kuzey, iç ve batı kesimlerde hava sıcaklıklarında 4 ila 8 derece azalış bekliyoruz"" dedi.

Üç büyükşehirde yağış beklenmiyor

Üç büyükşehirde yarın yağış beklenmediğini belirten Özdemirci, İstanbul'da havanın parçalı bulutlu olacağını, sıcaklığın 26 derece civarında seyredeceğini söyledi.

Ankara'da yarın havanın parçalı bulutlu, sıcaklığın 27 derece olacağını dile getiren Özdemirci, İzmir'de ise az bulutlu ve yer yer açık 31 derece sıcaklığın beklendiğini aktardı.

Salı günü İstanbul, Ankara ve İzmir'de yağış öngörülmediğini ifade eden Özdemirci, havanın parçalı ve az bulutlu olacağını kaydetti.

Özdemirci, İstanbul'da sıcaklığın 26, Ankara'da 25, İzmir'de ise 31 derece civarında seyretmesinin beklendiğini söyledi.

Çarşamba günü İstanbul ve İzmir'de az bulutlu havanın hakim olacağını belirten Özdemirci, İstanbul'da sıcaklığın 26, İzmir'de 30 derece olac",1,0.93,trthaber.com,https://www.trthaber.com/haber/turkiye/meteoroloji-uyardi-sicakliklar-8-dereceye-kadar-azalacak-956708.html,rss_factcheck_publisher_attributed,False
30380,"Cumhurbaşkanı Erdoğan, Rize'de komşularını ziyaret etti. Toplu açılış töreni ve bazı programlara katılmak üzere hafta sonunu memleketi Rize'de geçiren Cumhurbaşkanı Recep Tayyip Erdoğan, Güneysu ilçesinde konakladığı konutundan çıkarak baba ocağındaki yakın komşularını ziyaret etti.

[Fotoğraf: AA]

Bir araya geldiği komşularına sarılarak hasret gideren Cumhurbaşkanı Erdoğan, yanına gelen hemşehrileriyle anı fotoğrafı çektirdi.

[Fotoğraf: AA]

Ziyaret sonrası Erdoğan, Samsun'daki programlarına katılmak üzere hava yoluyla kentten ayrıldı.",1,0.93,trthaber.com,https://www.trthaber.com/haber/gundem/cumhurbaskani-erdogan-rizede-komsularini-ziyaret-etti-956707.html,rss_factcheck_publisher_attributed,False
30381,"Cumhurbaşkanı Erdoğan, Roş Aşana Bayramı'nı kutladı. Cumhurbaşkanı Recep Tayyip Erdoğan, ""Musevi vatandaşlarımızın Roş Aşana Bayramı'nı tebrik ediyor, bölgemizle birlikte tüm dünyada barışa, huzura ve esenliğe vesile olmasını diliyorum"" ifadelerini kullandı.",1,0.93,trthaber.com,https://www.trthaber.com/haber/gundem/cumhurbaskani-erdogan-ros-asana-bayramini-kutladi-956706.html,rss_factcheck_publisher_attributed,False
30382,"Ankara'da yarın bazı yollar trafiğe kapatılacak. Ankara Emniyet Müdürlüğü yarın Ankara'da düzenlenecek tören nedeniyle bazı yolların kapatılacağını duyurdu.

Yapılan yazılı açıklamada şunlar kaydedildi:

""Yarın saat 14.00'te Gazi Anadolu Lisesi'nde düzenlenecek ""2026-2027 Eğitim ve Öğretim Yılı Başlangıcı ve Toplu Açılış Töreni"" nedeniyle, saat 06.30'dan program sona erene kadar Hitit Bulvarı, Kanuni Sultan Süleyman Caddesi, 1656, 1699, 5346, 5350 caddeleri ile buralara bağlanan yolların tamamı, ihtiyaç duyulması halinde çift yönlü olarak trafiğe kapalı olacak.""",1,0.93,trthaber.com,https://www.trthaber.com/haber/turkiye/ankarada-yarin-bazi-yollar-trafige-kapatilacak-956705.html,rss_factcheck_publisher_attributed,False
