claim_id,gold_verdict,final_verdict,raw_status,abstained,is_correct,k6_available,k6_predicted_label,k6_confidence,k6_override,k6_rescue,k6_concur,k6_dissent
FACTURK-0072,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8906,False,False,False,False
FACTURK-0073,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7012,False,False,False,False
FACTURK-0074,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.5815,False,False,False,False
FACTURK-0075,YALAN,DOĞRU,ONAY,False,False,True,1,0.6328,False,False,False,False
FACTURK-0076,YALAN,YALAN,UYARI,False,True,True,1,0.7109,False,False,False,True
FACTURK-0077,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8862,False,False,False,False
FACTURK-0078,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.8584,False,False,False,False
FACTURK-0079,YALAN,YALAN,RED,False,True,True,0,0.9111,False,False,True,False
FACTURK-0080,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9062,False,False,False,False
FACTURK-0081,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.7734,False,False,False,True
FACTURK-0082,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8721,False,False,False,False
FACTURK-0083,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9004,False,False,False,False
FACTURK-0084,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7383,False,False,False,False
FACTURK-0085,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7412,False,False,False,False
FACTURK-0086,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9502,False,False,True,False
FACTURK-0087,DOĞRU,YALAN,RED,False,False,True,0,0.855,False,False,True,False
FACTURK-0088,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8882,False,False,False,False
FACTURK-0089,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9941,False,False,True,False
FACTURK-0090,YALAN,DOĞRU,ONAY,False,False,True,1,0.7759,False,False,True,False
FACTURK-0091,DOĞRU,YALAN,RED,False,False,True,0,0.8447,False,False,True,False
FACTURK-0092,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7163,False,False,False,False
FACTURK-0093,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.687,False,False,False,False
FACTURK-0094,YALAN,YALAN,RED,False,True,True,1,0.6851,False,False,False,False
FACTURK-0095,DOĞRU,YALAN,RED,False,False,True,1,0.832,False,False,False,True
FACTURK-0096,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9692,False,False,False,False
FACTURK-0097,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.584,False,False,False,False
FACTURK-0098,YALAN,DOĞRU,ONAY,False,False,True,0,0.9277,False,False,False,True
FACTURK-0099,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5542,False,False,False,False
FACTURK-0100,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9043,False,False,False,False
FACTURK-0101,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9517,False,False,False,False
FACTURK-0102,YALAN,DOĞRU,ONAY,False,False,True,1,0.6304,False,False,False,False
FACTURK-0103,YALAN,YALAN,RED,False,True,True,0,0.7397,False,False,True,False
FACTURK-0104,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.939,False,False,False,True
FACTURK-0105,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9331,False,False,True,False
FACTURK-0106,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9272,False,False,False,True
FACTURK-0107,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9517,False,False,False,False
FACTURK-0108,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9351,False,False,False,True
FACTURK-0109,YALAN,YALAN,RED,False,True,True,1,0.7642,False,False,False,True
FACTURK-0110,YALAN,YALAN,RED,False,True,True,1,0.6328,False,False,False,False
FACTURK-0111,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.6743,False,False,False,False
FACTURK-0112,YALAN,DOĞRU,ONAY,False,False,True,1,0.7578,False,False,True,False
FACTURK-0113,YALAN,YALAN,UYARI,False,True,True,1,0.7397,False,False,False,True
FACTURK-0114,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.939,False,False,False,False
FACTURK-0115,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9189,False,False,False,True
FACTURK-0116,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9429,False,False,False,False
FACTURK-0117,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8662,False,False,True,False
FACTURK-0118,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8892,False,False,True,False
FACTURK-0119,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9009,False,False,False,False
FACTURK-0120,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9351,False,False,False,False
FACTURK-0121,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6294,False,False,False,False
FACTURK-0122,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.938,False,False,False,False
FACTURK-0123,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7119,False,False,False,False
FACTURK-0124,YALAN,YALAN,RED,False,True,True,0,0.916,False,False,True,False
FACTURK-0125,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.7544,False,False,False,True
FACTURK-0126,DOĞRU,YALAN,RED,False,False,True,1,0.9097,False,False,False,True
FACTURK-0127,YALAN,YALAN,RED,False,True,True,0,0.6875,False,False,False,False
FACTURK-0128,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9136,False,False,False,False
FACTURK-0129,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9019,False,False,False,False
FACTURK-0130,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9326,False,False,False,False
FACTURK-0131,DOĞRU,YALAN,RED,False,False,True,1,0.9897,False,False,False,True
FACTURK-0132,YALAN,YALAN,RED,False,True,True,1,0.9561,False,False,False,True
FACTURK-0133,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.938,False,False,False,False
FACTURK-0134,DOĞRU,YALAN,RED,False,False,True,0,0.5117,False,False,False,False
FACTURK-0135,DOĞRU,YALAN,RED,False,False,True,1,0.9146,False,False,False,True
FACTURK-0136,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.5054,False,False,False,False
FACTURK-0137,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9087,False,False,False,False
FACTURK-0138,YALAN,YALAN,RED,False,True,True,1,0.6309,False,False,False,False
FACTURK-0139,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.6558,False,False,False,False
FACTURK-0140,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6387,False,False,False,False
FACTURK-0141,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9805,False,False,False,False
FACTURK-0142,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9048,False,False,False,False
FACTURK-0143,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6865,False,False,False,False
FACTURK-0144,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9419,False,False,False,False
FACTURK-0145,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9165,False,False,False,False
FACTURK-0146,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9321,False,False,False,False
FACTURK-0147,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9365,False,False,False,False
FACTURK-0148,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6182,False,False,False,False
FACTURK-0149,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9092,False,False,False,False
FACTURK-0150,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5879,False,False,False,False
FACTURK-0151,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7656,False,False,False,False
FACTURK-0152,YALAN,YALAN,RED,False,True,True,1,0.8481,False,False,False,True
FACTURK-0153,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9805,False,False,False,False
FACTURK-0154,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5425,False,False,False,False
FACTURK-0155,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9097,False,False,True,False
FACTURK-0156,YALAN,YALAN,RED,False,True,True,1,0.6836,False,False,False,False
FACTURK-0157,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7866,False,False,False,False
FACTURK-0158,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9067,False,False,False,False
FACTURK-0159,YALAN,DOĞRU,ONAY,False,False,True,1,0.8208,False,False,True,False
FACTURK-0160,DOĞRU,YALAN,UYARI,False,False,True,1,0.8857,False,False,False,True
FACTURK-0161,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9346,False,False,False,False
FACTURK-0162,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9565,False,False,True,False
FACTURK-0163,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9673,False,False,False,False
FACTURK-0164,YALAN,YALAN,RED,False,True,True,1,0.7734,False,False,False,True
FACTURK-0165,YALAN,YALAN,UYARI,False,True,True,1,0.7778,False,False,False,True
FACTURK-0166,DOĞRU,YALAN,RED,False,False,True,1,0.998,False,False,False,True
FACTURK-0167,YALAN,YALAN,UYARI,False,True,True,0,0.9541,False,False,True,False
FACTURK-0168,YALAN,YALAN,UYARI,False,True,True,1,0.5273,False,False,False,False
FACTURK-0169,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8472,False,False,False,False
FACTURK-0170,YALAN,YALAN,RED,False,True,True,1,0.8203,False,False,False,True
FACTURK-0171,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7329,False,False,False,False
FACTURK-0172,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8174,False,False,False,False
FACTURK-0173,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5684,False,False,False,False
FACTURK-0174,YALAN,DOĞRU,ONAY,False,False,True,0,0.9351,False,False,False,True
FACTURK-0175,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5518,False,False,False,False
FACTURK-0176,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9175,False,False,False,False
FACTURK-0177,YALAN,DOĞRU,ONAY,False,False,True,0,0.9136,False,False,False,True
FACTURK-0178,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9507,False,False,False,False
FACTURK-0179,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8984,False,False,True,False
FACTURK-0180,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6641,False,False,False,False
FACTURK-0181,YALAN,YALAN,UYARI,False,True,True,0,0.5195,False,False,False,False
FACTURK-0182,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,1,0.9224,False,False,False,False
FACTURK-0183,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8306,False,False,False,False
FACTURK-0184,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9966,False,False,True,False
FACTURK-0185,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.5596,False,False,False,False
FACTURK-0186,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9458,False,False,False,True
FACTURK-0187,DOĞRU,YALAN,RED,False,False,True,1,0.5259,False,False,False,False
FACTURK-0188,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8384,False,False,False,False
FACTURK-0189,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9492,False,False,False,False
FACTURK-0190,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7671,False,False,False,False
FACTURK-0191,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7959,False,False,False,False
FACTURK-0192,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7544,False,False,False,False
FACTURK-0193,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7354,False,False,True,False
FACTURK-0194,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.75,False,False,True,False
FACTURK-0195,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9067,False,False,False,False
FACTURK-0196,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9741,False,False,False,False
FACTURK-0197,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9092,False,False,False,False
FACTURK-0198,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9058,False,False,False,True
FACTURK-0199,DOĞRU,YALAN,RED,False,False,True,1,0.6611,False,False,False,False
FACTURK-0200,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9243,False,False,False,False
FACTURK-0201,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9751,False,False,True,False
FACTURK-0202,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9966,False,False,True,False
FACTURK-0203,YALAN,YALAN,UYARI,False,True,True,0,0.7002,False,False,True,False
FACTURK-0204,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7134,False,False,True,False
FACTURK-0205,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.6602,False,False,False,False
FACTURK-0206,YALAN,YALAN,UYARI,False,True,True,1,0.7549,False,False,False,True
FACTURK-0207,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9434,False,False,False,False
FACTURK-0208,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9443,False,False,True,False
FACTURK-0209,YALAN,YALAN,UYARI,False,True,True,1,0.5737,False,False,False,False
FACTURK-0210,YALAN,DOĞRU,ONAY,False,False,True,0,0.8345,False,False,False,True
FACTURK-0211,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8955,False,False,False,False
FACTURK-0212,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6738,False,False,False,False
FACTURK-0213,DOĞRU,YALAN,RED,False,False,True,1,0.855,False,False,False,True
FACTURK-0214,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7563,False,False,False,False
FACTURK-0215,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7163,False,False,True,False
FACTURK-0216,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9897,False,False,False,False
FACTURK-0217,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9414,False,False,False,False
FACTURK-0218,YALAN,YALAN,RED,False,True,True,1,0.5693,False,False,False,False
FACTURK-0219,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8979,False,False,False,False
FACTURK-0220,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9199,False,False,False,False
FACTURK-0221,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,0,0.9375,False,False,False,False
FACTURK-0222,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.6895,False,False,False,False
FACTURK-0223,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.939,False,False,True,False
FACTURK-0224,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6689,False,False,False,False
FACTURK-0225,YALAN,YALAN,RED,False,True,True,0,0.5835,False,False,False,False
FACTURK-0226,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.6396,False,False,False,False
FACTURK-0227,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9419,False,False,False,False
FACTURK-0228,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8447,False,False,False,False
FACTURK-0229,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5073,False,False,False,False
FACTURK-0230,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9321,False,False,False,False
FACTURK-0231,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8828,False,False,False,False
FACTURK-0232,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6143,False,False,False,False
FACTURK-0233,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.5181,False,False,False,False
FACTURK-0234,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.79,False,False,False,False
FACTURK-0235,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7939,False,False,False,False
FACTURK-0236,YALAN,YALAN,UYARI,False,True,True,1,0.7598,False,False,False,True
FACTURK-0237,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9365,False,False,False,False
FACTURK-0238,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.7139,False,False,False,True
FACTURK-0239,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6943,False,False,False,False
FACTURK-0240,YALAN,YALAN,UYARI,False,True,True,1,0.5596,False,False,False,False
FACTURK-0241,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9595,False,False,False,False
FACTURK-0242,YALAN,YALAN,RED,False,True,True,1,0.979,False,False,False,True
FACTURK-0243,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9194,False,False,False,False
FACTURK-0244,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.6001,False,False,False,False
FACTURK-0245,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9375,False,False,False,True
FACTURK-0246,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9043,False,False,False,False
FACTURK-0247,YALAN,YALAN,UYARI,False,True,True,0,0.9258,False,False,True,False
FACTURK-0248,YALAN,DOĞRU,ONAY,False,False,True,0,0.8599,False,False,False,True
FACTURK-0249,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6133,False,False,False,False
FACTURK-0250,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9434,False,False,False,False
FACTURK-0251,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8779,False,False,False,False
FACTURK-0252,YALAN,YALAN,UYARI,False,True,True,1,0.5625,False,False,False,False
FACTURK-0253,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7949,False,False,False,False
FACTURK-0254,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9785,False,False,False,False
FACTURK-0255,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9956,False,False,False,False
FACTURK-0256,YALAN,YALAN,RED,False,True,True,0,0.9229,False,False,True,False
FACTURK-0257,DOĞRU,YALAN,RED,False,False,True,1,0.957,False,False,False,True
FACTURK-0258,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9697,False,False,False,False
FACTURK-0259,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.5464,False,False,False,False
FACTURK-0260,DOĞRU,YALAN,RED,False,False,True,1,0.9829,False,False,False,True
FACTURK-0261,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7441,False,False,False,False
FACTURK-0262,DOĞRU,YALAN,RED,False,False,True,0,0.9443,False,False,True,False
FACTURK-0263,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8135,False,False,False,False
FACTURK-0264,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,0,0.6909,False,False,False,False
FACTURK-0265,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6758,False,False,False,False
FACTURK-0266,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9644,False,False,True,False
FACTURK-0267,YALAN,YALAN,RED,False,True,True,1,0.562,False,False,False,False
FACTURK-0268,YALAN,DOĞRU,ONAY,False,False,True,0,0.8877,False,False,False,True
FACTURK-0269,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7168,False,False,False,False
FACTURK-0270,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7251,False,False,False,False
FACTURK-0271,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5645,False,False,False,False
FACTURK-0272,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9507,False,False,False,False
FACTURK-0273,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6665,False,False,False,False
FACTURK-0274,YALAN,YALAN,RED,False,True,True,0,0.9438,False,False,True,False
FACTURK-0275,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7739,False,False,False,False
FACTURK-0276,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8315,False,False,False,False
FACTURK-0277,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.8042,False,False,False,True
FACTURK-0278,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9927,False,False,False,False
FACTURK-0279,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9419,False,False,False,False
FACTURK-0280,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7368,False,False,False,False
FACTURK-0281,YALAN,YALAN,RED,False,True,True,1,0.7144,False,False,False,True
FACTURK-0282,DOĞRU,YALAN,RED,False,False,True,0,0.9448,False,False,True,False
FACTURK-0283,YALAN,YALAN,RED,False,True,True,1,0.9062,False,False,False,True
FACTURK-0284,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.936,False,False,False,False
