query_index,query_snippet,type,latency_ms,nli_bypassed
0,İnsan ve nesneleri görünmez yapabilen “M,cache_hit_in_memory,0.07130000449251384,False
0,"2020 İslamilik Endeksi’ne göre, İslam’a ",cache_hit_in_memory,0.09109999518841505,False
0,videodaki görüntülerin Sudan İç Savaşı’n,cache_hit_in_memory,0.06860001303721219,False
0,Andrew Tate'in Greta Thunberg'e Yanıt Vi,cache_hit_in_memory,0.07059999916236848,False
0,Diyanetin baldızla zinanın nikaha zarar ,cache_hit_in_memory,0.06829999620094895,False
0,445 kg’lık bir adamın X-Ray görünümü gör,cache_hit_in_memory,0.07539999205619097,False
0,Epstein'i Tel Aviv'de bir berberde göste,cache_hit_in_memory,0.06930000381544232,False
0,Adana’da 6 milyar dolarlık jelibon bulun,cache_hit_in_memory,0.06980000762268901,False
0,Erdoğan’dan Şehirleri Bombalama Talimatı,cache_hit_in_memory,0.0670000008540228,False
0,Yalancının Mumu YaTSıya Kadar Yanar Atas,cache_hit_in_memory,0.06839999696239829,False
0,bir araştırmanın pandeminin COVID geçirm,cache_hit_in_memory,0.06679999933112413,False
0,bir kişinin küre şeklindeki bir sanat es,cache_hit_in_memory,0.07610001193825155,False
0,Ukraynalı Satranç Oyuncusu Anna Muzychuk,cache_hit_in_memory,0.07090000144671649,False
0,"TSK, Kimyasal Silah Kullanıyor",cache_hit_in_memory,0.06770000618416816,False
0,Darülaceze'ye nakledilecek depremzede ço,cache_hit_in_memory,0.06629999552387744,False
0,Kanada-Fas maçında TRT spikerinin devre ,cache_hit_in_memory,0.06930000381544232,False
0,Videonun Jeffrey Epstein'ın Adasında İşk,cache_hit_in_memory,0.06510000093840063,False
0,Utah'da gizemli bir monolit bulunduğu,cache_hit_in_memory,0.06570000550709665,False
0,Bir X hesabı tarafından 20 Nisan 2025’te,cache_hit_in_memory,0.06649999704677612,False
0,Bandırma 17 Eylül Üniversitesi'nin Mezun,cache_hit_in_memory,0.08070000330917537,False
0,Bitlis'teki cami minaresine AK Parti'nin,cache_hit_in_memory,0.06560000474564731,False
0,Shakira'yı Türkiye’de bir markette göste,cache_hit_in_memory,0.06540000322274864,False
0,Bir X hesabı tarafından 14 Eylül 2024 ta,cache_hit_in_memory,0.0641999940853566,False
0,Uçağın üzerindeki insanları gösteren fot,cache_hit_in_memory,0.06520000169984996,False
0,İngiltere’nin hamile ve emziren kadınlar,cache_hit_in_memory,0.06489999941550195,False
0,Bir erkeğin EKG kalp monitörünün elektro,cache_hit_in_memory,0.06500000017695129,False
0,"Ben Timur zamanında gelseydim, O’nun yap",cache_hit_in_memory,0.07359999290201813,False
0,Hırvatistan’da 4 lira 20 kuruşa ev satıl,cache_hit_in_memory,0.1407000090694055,False
0,Videodaki şeffaf kanatlı kelebek gerçek,cache_hit_in_memory,0.10459999612066895,False
0,Fotoğrafın Erdoğan ve Soros'u aynı masad,cache_hit_in_memory,0.08370001160074025,False
0,Dünyada En Kısa Süre Orucun Tutulduğu Ye,cache_hit_in_memory,0.07760000880807638,False
0,"Rus güçlerinin, ele geçirdiği Mariupol ş",cache_hit_in_memory,0.08039998647291213,False
0,ki videonun Rusya-Ukrayna çatışmaları sı,cache_hit_in_memory,0.06989999383222312,False
0,"Video, yüklü kamyonun uçurumdan manevra ",cache_hit_in_memory,0.07020001066848636,False
0,İstanbul Havalimanı'nın şantiye alanını ,cache_hit_in_memory,0.06890000076964498,False
0,"Akşam, 'Atatürk Havalimanı güvenli' habe",cache_hit_in_memory,0.06820000999141484,False
0,Görseldeki burç isimlerinin Osmanlı Devl,cache_hit_in_memory,0.06819999543949962,False
0,Epstein ile Suudi Veliaht Prensi Selman',cache_hit_in_memory,0.06849999772384763,False
0,Bir X hesabı tarafından 20 Kasım 2025 ta,cache_hit_in_memory,0.07320000440813601,False
0,Koronavirüsün Hiçbir Zaman İzole Edil(e),cache_hit_in_memory,0.06839999696239829,False
0,Bir Facebook hesabı tarafından 29 Ocak’t,cache_hit_in_memory,0.06649999704677612,False
0,Hürriyet gazetesinin Formula 1’in 2025 s,cache_hit_in_memory,0.06599999323952943,False
0,Cheetos’un şeklini maskotunun testisleri,cache_hit_in_memory,0.06599999323952943,False
0,Konya Şeker’in 17 milyar 863 milyon TL b,cache_hit_in_memory,0.0670000008540228,False
0,daki Augustus Tapınağı,cache_hit_in_memory,0.0653000024612993,False
0,görselde yer alan tablonun Jeffrey Epste,cache_hit_in_memory,0.06580000626854599,False
0,Fotoğrafın Köpek ve Çita Hız Yarışına Ai,cache_hit_in_memory,0.0653000024612993,False
0,Okullarda pandemi nedeniyle resim ve müz,cache_hit_in_memory,0.06629999552387744,False
0,Lübnan'daki patlamayı IŞİD'in üstlendiği,cache_hit_in_memory,0.06489999941550195,False
0,Fotoğrafın 28 Yıldır Tır Şoförlüğü Yapan,cache_hit_in_memory,0.07320000440813601,False
0,Videoda İsrail'in Gazze'ye Yönelik Saldı,cache_hit_in_memory,0.06720000237692147,False
0,"Linus Pauling, hemoglobin molekülünün de",cache_hit_in_memory,0.06710000161547214,False
0,Görselin ekmek çaldığı iddiasıyla mahkem,cache_hit_in_memory,0.0670000008540228,False
0,İçişleri Bakanlığı logosu bulunan seçim ,cache_hit_in_memory,0.06740000389982015,False
0,Japonya Osaka’da Hamidiye markalı su sat,cache_hit_in_memory,0.06479999865405262,False
0,Yunanistan Başbakanı’nın yer aldığı vide,cache_hit_in_memory,0.07310000364668667,False
0,Bir Facebook hesabı tarafından 29 Hazira,cache_hit_in_memory,0.14109999756328762,False
0,Yerli tütün kullanımının 14 yıl içinde y,cache_hit_in_memory,0.1531000016257167,False
0,Kayanın altındaki binaları gösteren foto,cache_hit_in_memory,0.07250001362990588,False
0,Görüntülerin Kahramanmaraş'ta deprem önc,cache_hit_in_memory,0.06810000922996551,False
0,Görselde yer alan COVID-19 aşılarının et,cache_hit_in_memory,0.06819999543949962,False
0,Yüzü görünen ve elinde kitap tutan bir k,cache_hit_in_memory,0.06739998934790492,False
0,"The Matrix filmindeki kodlar, suşi tarif",cache_hit_in_memory,0.06670001312159002,False
0,Haritanın Üzerine Takip Cihazı Takılan B,cache_hit_in_memory,0.06740000389982015,False
0,Ülker'in Coco Star Adlı Ürününde Hindist,cache_hit_in_memory,0.06549998943228275,False
0,"Fotoğraf, Atatürk’ün Selanik'te 1902’de ",cache_hit_in_memory,0.06660001236014068,False
0,Türkiye’nin internet hızında 103. sırada,cache_hit_in_memory,0.06649999704677612,False
0,Fotoğrafın Temel Reis Popeye Karakterine,cache_hit_in_memory,0.06779999239370227,False
0,Videonun Almanya'da Nazizm sembolüne boy,cache_hit_in_memory,0.06640001083724201,False
0,Videodaki yıldırım görüntüsü gerçek,cache_hit_in_memory,0.0670000008540228,False
0,Fotoğraftaki Kişinin Taliban Tarafından ,cache_hit_in_memory,0.06710000161547214,False
0,Fotoğraf Brezilya'daki tek bir kaju ağac,cache_hit_in_memory,0.06910000229254365,False
0,"Kaza ve Kader, Talih ve Tesadüf Tabirler",cache_hit_in_memory,0.06520000169984996,False
0,İngiliz Mareşal Birdwood'un Atatürk'ün c,cache_hit_in_memory,0.06650001159869134,False
0,Konya Tuzlukçu Belediyesi’nin asgari ücr,cache_hit_in_memory,0.06649999704677612,False
0,Şeffaf ekranlı dizüstü bilgisayar gerçek,cache_hit_in_memory,0.07570000889245421,False
0,Fosforlu kediler gerçek,cache_hit_in_memory,0.08290000550914556,False
0,Çin'in Doğu Türkistan politikalarının ar,cache_hit_in_memory,0.069500005338341,False
0,TCDD Makinist Alımlarında Erkek Olma Şar,cache_hit_in_memory,0.06809999467805028,False
0,Görüntülerin Kırşehir'de Diyarbakır Tatl,cache_hit_in_memory,0.06649999704677612,False
0,videonun ölmek istemedikleri için kampla,cache_hit_in_memory,0.06539998867083341,False
0,2012 Londra Olimpiyatları Açılış Törenin,cache_hit_in_memory,0.06620000931434333,False
0,Erdoğan'ın yedinci torununun ABD'de doğd,cache_hit_in_memory,0.06629999552387744,False
0,A Haber’in seçim analisti olarak ekrana ,cache_hit_in_memory,0.06669999856967479,False
0,Konya'da ‘chemtrails’ ile havadan zehirl,cache_hit_in_memory,0.06569999095518142,False
0,Konya Valisi Orhan Toprak'ın çocuklarını,cache_hit_in_memory,0.06560000474564731,False
0,Görseldeki evlerin Suriyeliler için yapı,cache_hit_in_memory,0.06490001396741718,False
0,Dudullu-Bostancı metro hattının açılışın,cache_hit_in_memory,0.0658999924780801,False
0,Japonya’da el yıkama lavabosu tuvalete t,cache_hit_in_memory,0.06489999941550195,False
